order_id,user_id,product_id,order_date,quantity,discount_ratio,pay_date
1283.0,110.0,5.0,2023-01-25,6.0,0.00216058440420087,2023-01-25
1296.0,585.0,9.0,2023-02-22,6.0,0.02667345420479574,2023-02-26
1298.0,98.0,6.0,2023-02-09,6.0,0.00043440372172702394,2023-02-10
1300.0,951.0,17.0,2023-01-31,6.0,0.037850450112694355,2023-01-31
1309.0,1110.0,13.0,2023-02-23,6.0,0.033855009998869874,2023-02-23
1317.0,413.0,5.0,2023-02-23,6.0,0.02024644467709202,2023-02-26
1318.0,858.0,2.0,2023-01-24,6.0,0.017389297781549674,
1327.0,1271.0,8.0,2023-01-10,6.0,0.02358268480162335,2023-01-12
1333.0,20.0,9.0,2023-02-28,6.0,0.00033825433906194027,
1345.0,971.0,2.0,2023-01-29,6.0,0.008198261083160397,2023-01-29
1378.0,245.0,19.0,2023-02-03,6.0,0.018518915169592868,
1390.0,919.0,5.0,2023-02-26,6.0,0.038981511976046664,2023-02-27
1395.0,751.0,5.0,2023-01-12,6.0,0.012244331408647589,2023-01-18
1399.0,245.0,4.0,2023-02-22,6.0,0.011427033460901063,2023-02-26
1400.0,1278.0,19.0,2023-02-28,6.0,0.03145202968856455,
1404.0,1041.0,3.0,2023-02-17,6.0,0.004423250985915542,
1411.0,733.0,19.0,2023-01-31,6.0,0.001295394259395277,2023-02-01
1436.0,1036.0,11.0,2023-01-21,6.0,0.0014128942297944602,2023-01-21
1457.0,1414.0,13.0,2023-02-25,6.0,0.005260710147927031,
1488.0,109.0,10.0,2023-01-11,6.0,0.007132002749112515,
1493.0,846.0,7.0,2023-01-05,6.0,0.01564908721018493,2023-01-06
1500.0,462.0,11.0,2023-01-04,6.0,0.001807545170994136,2023-01-05
1508.0,289.0,5.0,2023-02-08,6.0,0.02895309663146882,
1542.0,702.0,2.0,2023-02-11,6.0,0.021622007162193042,2023-02-14
1568.0,39.0,4.0,2023-01-22,6.0,0.007028365823495322,2023-01-24
1586.0,99.0,17.0,2023-01-19,6.0,0.008876731047474284,2023-01-19
1592.0,1249.0,5.0,2023-02-04,6.0,0.011533596669033879,2023-02-08
1601.0,1351.0,11.0,2023-01-25,6.0,0.0024158592146442726,2023-01-29
1604.0,1419.0,5.0,2023-02-27,6.0,0.023821037242511875,
1605.0,666.0,17.0,2023-01-27,6.0,0.03435359602077985,2023-01-28
1630.0,1387.0,15.0,2023-01-21,6.0,0.021863625852726998,2023-01-26
1655.0,604.0,17.0,2023-02-11,6.0,0.008838104158601463,2023-02-15
1662.0,1464.0,19.0,2023-01-29,6.0,0.0024189070710584543,
1663.0,558.0,18.0,2023-02-13,6.0,0.015327218144304587,2023-02-16
1700.0,478.0,18.0,2023-02-23,6.0,0.00393748327225454,2023-02-23
1701.0,789.0,5.0,2023-01-06,6.0,0.015563187026507636,2023-01-17
1704.0,193.0,4.0,2023-02-16,6.0,0.0043094811867862405,2023-02-19
1710.0,1094.0,1.0,2023-01-25,6.0,0.020824692598762868,2023-01-26
1718.0,668.0,13.0,2023-01-18,6.0,0.008418543821690962,2023-01-20
1724.0,208.0,11.0,2023-01-03,6.0,0.006892175011086297,2023-01-03
1749.0,881.0,15.0,2023-01-16,6.0,0.003455164615006284,2023-01-19
1752.0,756.0,6.0,2023-02-26,6.0,0.009498562211458849,
1755.0,279.0,13.0,2023-01-21,6.0,0.015029689713792569,2023-01-24
1764.0,1018.0,2.0,2023-01-29,6.0,0.010619753663219243,2023-01-29
1775.0,832.0,15.0,2023-02-22,6.0,0.007229196828735677,
1809.0,560.0,15.0,2023-01-08,6.0,0.002139864092388437,
1822.0,368.0,19.0,2023-01-21,6.0,0.022379938778709977,
1832.0,1028.0,19.0,2023-02-21,6.0,0.007496534659692112,2023-02-21
1836.0,760.0,19.0,2023-01-10,6.0,0.007303465322413992,
1872.0,632.0,4.0,2023-01-16,6.0,0.006493014967221668,2023-01-17
1876.0,1305.0,8.0,2023-01-24,6.0,0.014099269830331163,2023-01-26
1895.0,1177.0,19.0,2023-01-17,6.0,0.008790343232950717,
1903.0,452.0,9.0,2023-02-01,6.0,0.009504387509300573,2023-02-02
1935.0,699.0,19.0,2023-01-22,6.0,0.013641344837156882,
1942.0,566.0,15.0,2023-02-10,6.0,0.039021753558351066,
1950.0,280.0,9.0,2023-02-12,6.0,0.0060733248307693775,2023-02-18
1954.0,155.0,13.0,2023-01-19,6.0,0.003935445719186394,
1959.0,238.0,3.0,2023-01-30,6.0,0.017369103524423533,
1969.0,1024.0,5.0,2023-01-30,6.0,0.015118866026429822,2023-02-01
1973.0,61.0,2.0,2023-01-30,6.0,0.0018322778960352312,2023-02-02
1978.0,143.0,19.0,2023-02-24,6.0,0.0124316181642109,2023-02-24
2031.0,974.0,3.0,2023-01-17,6.0,0.015546315144829008,2023-01-25
2035.0,691.0,15.0,2023-01-28,6.0,0.01917879235956171,2023-01-28
2080.0,1185.0,5.0,2023-02-28,6.0,0.002443752691253034,
2086.0,525.0,4.0,2023-01-22,6.0,0.024097661092058287,2023-01-22
2092.0,997.0,17.0,2023-01-03,6.0,0.017573930626827633,
2106.0,888.0,10.0,2023-02-16,6.0,0.02388437132299172,2023-02-25
2143.0,337.0,4.0,2023-02-22,6.0,0.029722025633114685,2023-02-22
2164.0,567.0,3.0,2023-01-01,6.0,0.015949904206903117,2023-01-01
2187.0,737.0,4.0,2023-02-28,6.0,0.011016837857693428,
2229.0,157.0,5.0,2023-02-26,6.0,0.01484789997915798,
2251.0,641.0,11.0,2023-01-12,6.0,0.0013229371517161617,2023-01-16
2302.0,977.0,4.0,2023-02-26,6.0,0.02389789126489212,2023-02-26
2307.0,1229.0,11.0,2023-02-02,6.0,0.008393314742489503,2023-02-07
2310.0,1153.0,11.0,2023-01-12,6.0,0.0057524904698607856,2023-01-17
2329.0,521.0,18.0,2023-01-11,6.0,0.010166908789921512,
2344.0,386.0,9.0,2023-01-22,6.0,0.013665078566723454,2023-01-27
2346.0,153.0,18.0,2023-02-01,6.0,0.0034212121528724724,2023-02-02
2422.0,342.0,8.0,2023-01-08,6.0,0.019279744222917724,2023-01-15
2432.0,1182.0,8.0,2023-01-25,6.0,0.007319633218267624,
2447.0,1205.0,17.0,2023-01-20,6.0,0.0008808417706478103,2023-01-26
2448.0,1475.0,17.0,2023-01-30,6.0,0.0050030490436399075,2023-02-01
2503.0,798.0,13.0,2023-01-31,6.0,0.041021273166709275,2023-02-02
2513.0,793.0,2.0,2023-02-07,6.0,0.010541295829613983,2023-02-08
2526.0,358.0,18.0,2023-01-06,6.0,0.0030991932026844388,
2534.0,384.0,3.0,2023-02-24,6.0,0.016029172690991626,
2536.0,1404.0,18.0,2023-02-03,6.0,0.005572954816887026,
2538.0,1465.0,11.0,2023-02-25,6.0,0.006916409668121803,2023-02-28
2548.0,1461.0,19.0,2023-01-08,6.0,0.011520693060598145,2023-01-11
2552.0,480.0,5.0,2023-01-08,6.0,0.011820514288622772,2023-01-08
2559.0,820.0,18.0,2023-02-22,6.0,0.028295846067321655,2023-02-23
2564.0,1356.0,11.0,2023-01-15,6.0,0.016121490640841722,2023-01-17
2567.0,1231.0,8.0,2023-02-12,6.0,0.004544016373777901,2023-02-13
2569.0,826.0,2.0,2023-01-25,6.0,0.014863171446689747,2023-01-29
2577.0,335.0,5.0,2023-02-11,6.0,0.015521255694981936,2023-02-11
2584.0,770.0,7.0,2023-02-06,6.0,0.02216397461566044,2023-02-09
2589.0,1216.0,11.0,2023-02-15,6.0,0.011294448288194004,2023-02-22
2595.0,357.0,10.0,2023-02-04,6.0,0.005252158983602615,2023-02-05
2615.0,177.0,8.0,2023-02-04,6.0,0.012791287261507432,2023-02-09
2629.0,292.0,3.0,2023-01-30,6.0,0.005520494772581318,2023-01-31
2657.0,1474.0,17.0,2023-01-01,6.0,0.014903103606600111,2023-01-07
2671.0,358.0,8.0,2023-01-03,6.0,0.0030475791342594984,2023-01-03
2692.0,1421.0,5.0,2023-01-14,6.0,0.03904953825737025,2023-01-20
2699.0,122.0,5.0,2023-01-29,6.0,0.0008474555615358266,2023-02-02
2702.0,142.0,9.0,2023-02-28,6.0,0.005565118106984273,
2722.0,202.0,8.0,2023-02-22,6.0,0.019813624603294014,2023-02-27
2743.0,613.0,19.0,2023-01-19,6.0,0.012468774778421463,2023-01-31
2771.0,1498.0,4.0,2023-02-18,6.0,0.03828709237628755,2023-02-18
2790.0,1417.0,19.0,2023-01-06,6.0,0.019191798563244326,2023-01-11
2794.0,252.0,11.0,2023-01-05,6.0,0.008429500793165305,2023-01-05
2804.0,1154.0,19.0,2023-01-29,6.0,0.0018276334796454477,2023-02-06
2805.0,1388.0,17.0,2023-02-09,6.0,0.007170981081481509,2023-02-11
2821.0,437.0,17.0,2023-02-09,6.0,0.0005214743865391225,2023-02-09
2830.0,319.0,10.0,2023-01-16,6.0,0.0067990795204204675,2023-01-21
2848.0,1482.0,3.0,2023-02-07,6.0,0.005068379152501306,
2866.0,343.0,11.0,2023-02-06,6.0,0.02198646758856863,2023-02-12
2882.0,1307.0,9.0,2023-02-25,6.0,0.015080439681125626,
2885.0,85.0,9.0,2023-01-15,6.0,0.01792238916787731,2023-01-19
2887.0,393.0,6.0,2023-01-03,6.0,0.005936231382814063,2023-01-03
2890.0,545.0,13.0,2023-02-26,6.0,0.002716885731082927,2023-02-27
2896.0,1110.0,10.0,2023-02-21,6.0,0.004907507425944835,2023-02-25
2915.0,871.0,17.0,2023-02-11,6.0,0.0033135558803592167,2023-02-13
2927.0,444.0,17.0,2023-02-16,6.0,0.004074370118743944,2023-02-24
2931.0,337.0,15.0,2023-02-27,6.0,0.009324266095847843,
2952.0,378.0,17.0,2023-01-30,6.0,0.00426307310419385,2023-02-01
2954.0,1495.0,7.0,2023-01-21,6.0,0.006533584518342571,2023-01-26
2980.0,945.0,11.0,2023-02-04,6.0,0.017244774357539572,2023-02-04
2991.0,1143.0,4.0,2023-01-14,6.0,0.006665738255633473,2023-01-18
3003.0,1248.0,11.0,2023-02-27,6.0,0.009783828738784726,2023-02-28
3008.0,69.0,15.0,2023-01-02,6.0,0.01247975997588437,2023-01-05
3015.0,546.0,17.0,2023-01-22,6.0,0.014817568191034688,2023-01-23
3016.0,169.0,11.0,2023-01-17,6.0,0.01473349910514514,2023-01-25
3038.0,699.0,8.0,2023-01-01,6.0,0.012781739190754647,2023-01-01
3053.0,1262.0,15.0,2023-01-25,6.0,0.004470703802907356,2023-02-04
3082.0,1478.0,8.0,2023-01-11,6.0,0.0020137204569976993,2023-01-19
3086.0,1356.0,4.0,2023-02-01,6.0,0.002967086771077214,2023-02-04
3096.0,1369.0,4.0,2023-01-19,6.0,0.01897209344693638,
3097.0,780.0,18.0,2023-02-21,6.0,0.012669122797409137,2023-02-26
3100.0,902.0,15.0,2023-02-25,6.0,0.0006185073391939474,2023-02-28
3103.0,738.0,6.0,2023-02-14,6.0,0.0009889072138160003,2023-02-21
3112.0,1252.0,17.0,2023-02-02,6.0,0.017532620258647765,2023-02-06
3113.0,339.0,6.0,2023-01-28,6.0,0.005602555293576166,2023-01-31
3116.0,269.0,13.0,2023-01-17,6.0,0.018180251457506975,2023-01-18
3127.0,1463.0,4.0,2023-02-08,6.0,0.004727306659359552,2023-02-16
3144.0,1348.0,11.0,2023-01-22,6.0,0.012394079221008318,
3154.0,196.0,8.0,2023-02-11,6.0,0.014799634559438009,2023-02-18
3161.0,980.0,17.0,2023-01-14,6.0,0.007087784209636845,
3180.0,345.0,13.0,2023-02-17,6.0,0.0033330499651631263,2023-02-20
3188.0,101.0,13.0,2023-02-09,6.0,0.005901512837444414,
3192.0,406.0,4.0,2023-02-10,6.0,0.014397225268198874,2023-02-13
3201.0,1054.0,1.0,2023-01-15,6.0,0.010144381816357522,
3206.0,843.0,15.0,2023-01-14,6.0,0.013945618965798944,2023-01-22
3240.0,426.0,2.0,2023-02-09,6.0,0.01183144902811579,
3246.0,1078.0,4.0,2023-02-18,6.0,0.011637301735147352,
3274.0,691.0,11.0,2023-01-26,6.0,0.013062289161581269,
3283.0,214.0,19.0,2023-01-08,6.0,0.03180087003737555,2023-01-13
3329.0,9.0,8.0,2023-02-09,6.0,0.02681599546741465,2023-02-10
3345.0,69.0,6.0,2023-01-14,6.0,0.013903509347408909,2023-01-19
3353.0,1004.0,18.0,2023-02-14,6.0,0.0009790022453244273,2023-02-17
3361.0,1023.0,8.0,2023-02-02,6.0,0.015909908753110373,2023-02-05
3467.0,446.0,9.0,2023-01-15,6.0,0.0060152415309103644,2023-01-15
3471.0,1172.0,10.0,2023-01-18,6.0,0.007615449254297759,2023-01-20
3475.0,715.0,2.0,2023-02-12,6.0,0.027919765692324523,2023-02-13
3476.0,1288.0,18.0,2023-02-04,6.0,0.019876301547017822,2023-02-05
3497.0,576.0,18.0,2023-02-08,6.0,0.0022236883276404718,
3498.0,818.0,1.0,2023-01-12,6.0,0.03097794826278946,2023-01-16
3506.0,23.0,6.0,2023-01-10,6.0,0.026292038115578707,
3513.0,1428.0,19.0,2023-02-09,6.0,0.02241805474056963,2023-02-09
3514.0,171.0,6.0,2023-01-20,6.0,0.004544375359001461,2023-01-23
3515.0,1143.0,11.0,2023-01-16,6.0,0.008670604687852572,2023-01-20
3523.0,249.0,8.0,2023-01-06,6.0,0.001965227145136197,
3562.0,904.0,3.0,2023-01-04,6.0,0.022970865262139196,2023-01-08
3573.0,1418.0,1.0,2023-01-01,6.0,0.007643635802416753,
3581.0,454.0,5.0,2023-02-08,6.0,0.007584345727490907,2023-02-08
3599.0,642.0,6.0,2023-02-02,6.0,0.01291948908571248,2023-02-08
3631.0,863.0,7.0,2023-01-12,6.0,0.001364310365082997,2023-01-13
3641.0,1358.0,10.0,2023-01-01,6.0,0.017961786632689068,2023-01-09
3651.0,610.0,11.0,2023-01-09,6.0,0.0062004584860387195,2023-01-18
3661.0,810.0,10.0,2023-01-10,6.0,0.02198845692475645,2023-01-11
3666.0,1152.0,17.0,2023-01-17,6.0,0.006157309801865786,
3667.0,158.0,18.0,2023-01-27,6.0,0.0026462408366043975,2023-01-30
3729.0,303.0,11.0,2023-02-10,6.0,0.013180231882750955,2023-02-15
3744.0,494.0,15.0,2023-02-24,6.0,0.020035272957401987,2023-02-27
3751.0,843.0,17.0,2023-02-08,6.0,0.03421564224587773,2023-02-10
3755.0,565.0,11.0,2023-02-05,6.0,0.0158828227657818,2023-02-06
3766.0,901.0,18.0,2023-01-22,6.0,0.020746475809182468,
3775.0,867.0,8.0,2023-02-28,6.0,0.016019154481051665,
3776.0,1461.0,7.0,2023-01-14,6.0,0.004575282551167422,2023-01-18
3790.0,42.0,17.0,2023-01-21,6.0,0.001501608682121436,2023-01-24
3792.0,1467.0,2.0,2023-02-08,6.0,0.02282999485593207,2023-02-12
3854.0,1451.0,1.0,2023-02-24,6.0,0.0054052001126764304,2023-02-25
3882.0,1111.0,13.0,2023-01-24,6.0,0.010543805399903084,2023-01-28
3886.0,122.0,15.0,2023-02-19,6.0,0.010909311354752751,
3900.0,656.0,17.0,2023-02-12,6.0,0.00869699947247238,2023-02-18
3917.0,220.0,11.0,2023-02-28,6.0,0.0020848621073694886,
3926.0,941.0,8.0,2023-02-17,6.0,0.01678034791676613,2023-02-24
3928.0,959.0,3.0,2023-02-24,6.0,0.0021880942804006595,
3944.0,770.0,18.0,2023-02-05,6.0,0.0075888863569832776,
3986.0,1493.0,17.0,2023-02-10,6.0,0.005210031922382926,2023-02-10
4022.0,1096.0,11.0,2023-01-17,6.0,0.00960553717691157,2023-01-22
4025.0,119.0,8.0,2023-01-01,6.0,0.0044717017453254106,2023-01-05
4034.0,652.0,7.0,2023-01-15,6.0,0.005741632887265633,
4044.0,428.0,4.0,2023-02-01,6.0,0.015787192810295857,2023-02-06
4052.0,414.0,15.0,2023-01-28,6.0,0.004277200147635801,2023-02-09
4057.0,1012.0,18.0,2023-02-08,6.0,0.0010544285165765114,2023-02-14
4084.0,399.0,1.0,2023-01-05,6.0,0.03377436486870289,2023-01-07
4090.0,719.0,7.0,2023-01-19,6.0,0.015275563811751484,2023-01-19
4099.0,1.0,11.0,2023-01-09,6.0,0.025092716381023165,2023-01-10
4100.0,1472.0,15.0,2023-01-28,6.0,0.02769101947093858,2023-01-28
4101.0,408.0,8.0,2023-01-15,6.0,0.0065326685072910826,2023-01-23
4130.0,745.0,15.0,2023-02-10,6.0,0.00840768350915674,2023-02-13
4131.0,739.0,4.0,2023-01-06,6.0,0.017823146330918183,
4156.0,1409.0,6.0,2023-01-11,6.0,0.012639452095912895,
4160.0,841.0,4.0,2023-02-09,6.0,0.005814578841673046,
4164.0,1471.0,10.0,2023-02-08,6.0,0.01259394416685422,2023-02-18
4192.0,1405.0,10.0,2023-01-16,6.0,0.000965504764898156,2023-01-24
4199.0,303.0,17.0,2023-01-11,6.0,0.007159696128331804,2023-01-13
4202.0,566.0,6.0,2023-02-04,6.0,0.0033821242195415505,2023-02-10
4209.0,1443.0,1.0,2023-02-19,6.0,0.010613358347527866,
4228.0,432.0,5.0,2023-01-27,6.0,0.025048566423094665,2023-01-28
4232.0,862.0,15.0,2023-01-29,6.0,0.0046913131820057645,
4235.0,866.0,8.0,2023-01-02,6.0,0.004630645734834588,2023-01-09
4248.0,1444.0,13.0,2023-01-29,6.0,0.010323431139987797,2023-02-07
4251.0,70.0,2.0,2023-02-09,6.0,0.01965786093989173,2023-02-09
4258.0,521.0,5.0,2023-01-31,6.0,0.019267769979910764,2023-02-01
4301.0,98.0,17.0,2023-02-19,6.0,0.0059777605914076385,2023-02-26
4309.0,1394.0,10.0,2023-02-17,6.0,0.02279259275456791,2023-02-20
4318.0,1019.0,17.0,2023-02-23,6.0,0.0027773413468353395,
4330.0,49.0,8.0,2023-02-15,6.0,0.03439170730301296,
4348.0,296.0,9.0,2023-02-11,6.0,0.005502004813152383,
4352.0,213.0,9.0,2023-01-25,6.0,0.01807823274755056,2023-02-01
4353.0,101.0,1.0,2023-02-09,6.0,0.016038384198748288,2023-02-13
4363.0,758.0,11.0,2023-02-05,6.0,0.008908882757124627,2023-02-08
4365.0,1185.0,15.0,2023-02-25,6.0,2.0268121626448303e-05,
4371.0,478.0,7.0,2023-01-21,6.0,0.015213626171153696,
4384.0,426.0,4.0,2023-01-08,6.0,0.002488956172151835,
4388.0,282.0,11.0,2023-01-26,6.0,0.008356296446383592,2023-01-28
4390.0,899.0,4.0,2023-01-25,6.0,0.005611699682170837,2023-01-28
4403.0,1030.0,2.0,2023-02-27,6.0,0.004099773100444368,2023-02-27
4427.0,492.0,4.0,2023-02-16,6.0,0.004313384185561894,2023-02-20
4434.0,1050.0,18.0,2023-02-26,6.0,0.02373095127291846,
4446.0,689.0,15.0,2023-01-15,6.0,0.006973535138537097,2023-01-19
4457.0,756.0,4.0,2023-02-28,6.0,0.0018237418257656085,
4458.0,44.0,8.0,2023-02-12,6.0,0.01336670219700674,2023-02-17
4460.0,28.0,18.0,2023-02-28,6.0,0.024139051674258546,
4474.0,732.0,19.0,2023-02-08,6.0,0.020749066705484476,2023-02-09
4477.0,1394.0,19.0,2023-01-20,6.0,0.007844875745132134,2023-01-21
4483.0,150.0,4.0,2023-01-27,6.0,0.04450972691101999,2023-01-28
4510.0,886.0,17.0,2023-01-16,6.0,0.022376967139241852,2023-01-21
4542.0,1314.0,18.0,2023-01-12,6.0,0.014545739904501791,2023-01-15
4545.0,273.0,7.0,2023-01-16,6.0,0.01676694633320826,2023-01-19
4555.0,138.0,6.0,2023-02-01,6.0,0.01984784910073906,2023-02-05
4559.0,1430.0,3.0,2023-02-17,6.0,0.01205057038511088,2023-02-24
4561.0,26.0,17.0,2023-02-08,6.0,0.015434419509267225,2023-02-13
4568.0,39.0,1.0,2023-01-11,6.0,0.026512994509077775,2023-01-12
4571.0,902.0,8.0,2023-01-14,6.0,5.709090986727012e-05,2023-01-14
4611.0,1305.0,5.0,2023-02-15,6.0,0.0008474997726126633,
4620.0,1390.0,4.0,2023-02-02,6.0,0.006372287484293048,2023-02-05
4632.0,94.0,13.0,2023-01-07,6.0,0.01709378711754047,2023-01-13
4633.0,929.0,5.0,2023-02-14,6.0,0.03756078539525754,2023-02-21
4634.0,163.0,15.0,2023-01-31,6.0,0.024023144142167954,2023-02-04
