user_id,order_id,timestamp
580.0,928.0,2023-01-21 16:54:20
1002.0,938.0,2023-01-01 10:37:02
1152.0,940.0,2023-01-22 03:15:07
1159.0,947.0,2023-02-07 04:42:50
1.0,950.0,2023-02-03 15:38:50
1460.0,960.0,2023-02-01 20:12:59
527.0,963.0,2023-02-26 09:20:36
54.0,972.0,2023-01-31 11:04:32
629.0,1004.0,2023-02-24 00:31:53
105.0,1012.0,2023-02-05 01:03:47
1087.0,1016.0,2023-02-14 21:27:11
751.0,1023.0,2023-01-29 03:02:34
1004.0,1031.0,2023-02-22 06:01:31
454.0,1040.0,2023-01-01 04:15:05
881.0,1050.0,2023-02-18 08:22:28
691.0,1052.0,2023-01-14 08:04:08
582.0,1072.0,2023-01-08 22:33:51
769.0,1086.0,2023-01-19 23:30:30
65.0,1096.0,2023-01-28 22:42:24
1078.0,1108.0,2023-01-21 07:23:46
472.0,1109.0,2023-01-15 18:50:48
519.0,1117.0,2023-02-26 04:21:05
303.0,1120.0,2023-02-25 06:39:04
681.0,1138.0,2023-02-21 05:42:23
7.0,1174.0,2023-02-23 14:28:27
1376.0,1175.0,2023-02-13 21:36:19
981.0,1181.0,2023-01-03 04:22:58
233.0,1233.0,2023-01-11 04:46:15
1244.0,1240.0,2023-02-20 06:38:09
436.0,1246.0,2023-01-29 18:16:54
418.0,1252.0,2023-02-10 19:48:41
110.0,1283.0,2023-01-25 09:48:13
585.0,1296.0,2023-02-22 18:35:14
98.0,1298.0,2023-02-09 04:38:25
951.0,1300.0,2023-01-31 09:56:40
1110.0,1309.0,2023-02-23 06:44:56
413.0,1317.0,2023-02-23 22:18:24
858.0,1318.0,2023-01-24 03:20:38
1271.0,1327.0,2023-01-10 14:43:54
20.0,1333.0,2023-02-28 12:50:46
245.0,1378.0,2023-02-03 10:03:12
919.0,1390.0,2023-02-26 19:41:30
751.0,1395.0,2023-01-12 02:03:54
245.0,1399.0,2023-02-22 06:39:54
1278.0,1400.0,2023-02-28 23:03:44
1041.0,1404.0,2023-02-17 20:11:15
733.0,1411.0,2023-01-31 17:48:26
1036.0,1436.0,2023-01-21 09:50:09
1414.0,1457.0,2023-02-25 01:12:16
109.0,1488.0,2023-01-11 01:20:59
846.0,1493.0,2023-01-05 22:34:47
462.0,1500.0,2023-01-04 05:33:43
289.0,1508.0,2023-02-08 14:24:42
702.0,1542.0,2023-02-11 17:53:54
39.0,1568.0,2023-01-22 18:19:47
99.0,1586.0,2023-01-19 00:44:13
1249.0,1592.0,2023-02-04 08:29:23
1419.0,1604.0,2023-02-27 20:43:01
666.0,1605.0,2023-01-27 14:09:31
1387.0,1630.0,2023-01-21 02:32:24
604.0,1655.0,2023-02-11 13:07:56
1464.0,1662.0,2023-01-29 01:10:22
558.0,1663.0,2023-02-13 13:50:00
478.0,1700.0,2023-02-23 15:24:12
789.0,1701.0,2023-01-06 04:09:50
193.0,1704.0,2023-02-16 08:38:54
1094.0,1710.0,2023-01-25 11:39:58
668.0,1718.0,2023-01-18 16:03:01
208.0,1724.0,2023-01-03 21:57:30
881.0,1749.0,2023-01-16 01:19:39
756.0,1752.0,2023-02-26 06:25:37
279.0,1755.0,2023-01-21 20:32:45
1018.0,1764.0,2023-01-29 17:09:45
832.0,1775.0,2023-02-22 12:09:09
560.0,1809.0,2023-01-08 05:03:15
368.0,1822.0,2023-01-21 08:53:19
1028.0,1832.0,2023-02-21 03:09:15
760.0,1836.0,2023-01-10 12:06:08
632.0,1872.0,2023-01-16 02:18:38
1305.0,1876.0,2023-01-24 02:46:36
1177.0,1895.0,2023-01-17 14:40:52
452.0,1903.0,2023-02-01 02:44:19
699.0,1935.0,2023-01-22 06:36:03
566.0,1942.0,2023-02-10 00:05:56
280.0,1950.0,2023-02-12 12:15:07
155.0,1954.0,2023-01-19 11:30:19
238.0,1959.0,2023-01-30 10:26:34
1024.0,1969.0,2023-01-30 07:03:37
61.0,1973.0,2023-01-30 19:57:47
143.0,1978.0,2023-02-24 11:56:21
974.0,2031.0,2023-01-17 17:17:30
1185.0,2080.0,2023-02-28 18:42:22
525.0,2086.0,2023-01-22 22:10:47
997.0,2092.0,2023-01-03 09:34:17
337.0,2143.0,2023-02-22 19:45:31
567.0,2164.0,2023-01-01 08:40:58
737.0,2187.0,2023-02-28 14:21:07
641.0,2251.0,2023-01-12 08:09:39
977.0,2302.0,2023-02-26 11:38:46
1229.0,2307.0,2023-02-02 17:58:39
1153.0,2310.0,2023-01-12 07:56:51
521.0,2329.0,2023-01-11 15:03:44
386.0,2344.0,2023-01-22 18:08:43
153.0,2346.0,2023-02-01 01:54:38
342.0,2422.0,2023-01-08 02:29:34
1182.0,2432.0,2023-01-25 04:49:08
1205.0,2447.0,2023-01-20 00:51:35
1475.0,2448.0,2023-01-30 10:39:30
793.0,2513.0,2023-02-07 21:34:33
358.0,2526.0,2023-01-06 08:45:06
384.0,2534.0,2023-02-24 17:50:40
1404.0,2536.0,2023-02-03 04:54:51
1465.0,2538.0,2023-02-25 11:18:19
1461.0,2548.0,2023-01-08 08:29:40
480.0,2552.0,2023-01-08 09:48:34
820.0,2559.0,2023-02-22 09:21:49
1356.0,2564.0,2023-01-15 09:52:48
1231.0,2567.0,2023-02-12 03:36:07
335.0,2577.0,2023-02-11 18:29:41
770.0,2584.0,2023-02-06 03:46:02
1216.0,2589.0,2023-02-15 12:23:08
357.0,2595.0,2023-02-04 00:57:05
177.0,2615.0,2023-02-04 06:25:18
292.0,2629.0,2023-01-30 23:16:05
1474.0,2657.0,2023-01-01 13:53:00
1421.0,2692.0,2023-01-14 07:16:48
122.0,2699.0,2023-01-29 06:28:20
202.0,2722.0,2023-02-22 23:57:19
613.0,2743.0,2023-01-19 09:09:18
1417.0,2790.0,2023-01-06 14:33:17
252.0,2794.0,2023-01-05 21:55:50
1154.0,2804.0,2023-01-29 16:14:45
1388.0,2805.0,2023-02-09 13:30:18
437.0,2821.0,2023-02-09 22:41:32
319.0,2830.0,2023-01-16 19:44:48
1482.0,2848.0,2023-02-07 20:20:36
343.0,2866.0,2023-02-06 17:30:20
1307.0,2882.0,2023-02-25 21:26:01
85.0,2885.0,2023-01-15 05:40:05
393.0,2887.0,2023-01-03 16:50:50
545.0,2890.0,2023-02-26 11:53:47
871.0,2915.0,2023-02-11 22:48:17
444.0,2927.0,2023-02-16 11:54:17
378.0,2952.0,2023-01-30 02:19:46
1495.0,2954.0,2023-01-21 19:10:38
945.0,2980.0,2023-02-04 03:01:24
1143.0,2991.0,2023-01-14 04:30:10
1248.0,3003.0,2023-02-27 03:22:00
69.0,3008.0,2023-01-02 16:16:44
546.0,3015.0,2023-01-22 14:52:48
169.0,3016.0,2023-01-17 13:14:42
699.0,3038.0,2023-01-01 11:34:33
1262.0,3053.0,2023-01-25 09:22:37
1478.0,3082.0,2023-01-11 08:05:35
1356.0,3086.0,2023-02-01 18:59:47
1369.0,3096.0,2023-01-19 04:32:48
780.0,3097.0,2023-02-21 16:44:41
902.0,3100.0,2023-02-25 21:45:04
738.0,3103.0,2023-02-14 06:11:59
1252.0,3112.0,2023-02-02 20:50:06
339.0,3113.0,2023-01-28 15:52:24
269.0,3116.0,2023-01-17 12:39:56
1463.0,3127.0,2023-02-08 13:06:04
1348.0,3144.0,2023-01-22 23:52:20
980.0,3161.0,2023-01-14 00:14:43
345.0,3180.0,2023-02-17 11:51:20
101.0,3188.0,2023-02-09 16:31:38
1054.0,3201.0,2023-01-15 16:30:10
843.0,3206.0,2023-01-14 05:56:38
426.0,3240.0,2023-02-09 13:47:31
1078.0,3246.0,2023-02-18 14:51:14
691.0,3274.0,2023-01-26 07:30:02
214.0,3283.0,2023-01-08 18:32:56
9.0,3329.0,2023-02-09 04:16:37
69.0,3345.0,2023-01-14 06:25:28
1004.0,3353.0,2023-02-14 01:18:09
1023.0,3361.0,2023-02-02 22:25:05
446.0,3467.0,2023-01-15 18:50:12
1172.0,3471.0,2023-01-18 22:46:04
715.0,3475.0,2023-02-12 10:41:45
1288.0,3476.0,2023-02-04 11:18:42
576.0,3497.0,2023-02-08 06:36:44
818.0,3498.0,2023-01-12 15:37:27
23.0,3506.0,2023-01-10 21:52:33
1428.0,3513.0,2023-02-09 12:32:27
171.0,3514.0,2023-01-20 06:54:09
1143.0,3515.0,2023-01-16 20:47:02
249.0,3523.0,2023-01-06 02:50:21
904.0,3562.0,2023-01-04 17:23:42
1418.0,3573.0,2023-01-01 09:58:14
454.0,3581.0,2023-02-08 20:55:10
642.0,3599.0,2023-02-02 14:22:34
863.0,3631.0,2023-01-12 01:07:35
810.0,3661.0,2023-01-10 04:04:07
1152.0,3666.0,2023-01-17 10:08:41
158.0,3667.0,2023-01-27 18:28:50
494.0,3744.0,2023-02-24 11:11:10
843.0,3751.0,2023-02-08 17:12:49
565.0,3755.0,2023-02-05 09:24:50
901.0,3766.0,2023-01-22 08:35:12
1461.0,3776.0,2023-01-14 17:18:18
42.0,3790.0,2023-01-21 19:37:32
1467.0,3792.0,2023-02-08 19:31:18
1451.0,3854.0,2023-02-24 06:27:15
1111.0,3882.0,2023-01-24 22:07:21
122.0,3886.0,2023-02-19 10:40:43
656.0,3900.0,2023-02-12 02:18:05
220.0,3917.0,2023-02-28 15:32:56
941.0,3926.0,2023-02-17 18:55:07
959.0,3928.0,2023-02-24 19:59:42
770.0,3944.0,2023-02-05 19:51:21
1493.0,3986.0,2023-02-10 10:07:42
1096.0,4022.0,2023-01-17 00:01:12
652.0,4034.0,2023-01-15 23:54:37
428.0,4044.0,2023-02-01 04:20:55
414.0,4052.0,2023-01-28 21:42:30
1012.0,4057.0,2023-02-08 09:38:16
399.0,4084.0,2023-01-05 20:40:13
719.0,4090.0,2023-01-19 21:42:28
1.0,4099.0,2023-01-09 04:49:16
1472.0,4100.0,2023-01-28 20:43:01
408.0,4101.0,2023-01-15 06:50:41
745.0,4130.0,2023-02-10 17:22:10
739.0,4131.0,2023-01-06 12:07:16
1409.0,4156.0,2023-01-11 04:10:49
841.0,4160.0,2023-02-09 03:34:49
1471.0,4164.0,2023-02-08 11:26:59
303.0,4199.0,2023-01-11 18:53:01
566.0,4202.0,2023-02-04 09:26:37
1443.0,4209.0,2023-02-19 17:52:34
432.0,4228.0,2023-01-27 15:08:42
862.0,4232.0,2023-01-29 07:35:55
866.0,4235.0,2023-01-02 16:38:31
1444.0,4248.0,2023-01-29 17:25:57
521.0,4258.0,2023-01-31 09:52:57
98.0,4301.0,2023-02-19 06:09:31
1019.0,4318.0,2023-02-23 18:18:27
49.0,4330.0,2023-02-15 03:15:22
296.0,4348.0,2023-02-11 11:09:33
213.0,4352.0,2023-01-25 05:28:14
101.0,4353.0,2023-02-09 16:16:52
758.0,4363.0,2023-02-05 04:54:02
1185.0,4365.0,2023-02-25 15:52:40
478.0,4371.0,2023-01-21 10:42:48
426.0,4384.0,2023-01-08 14:30:59
282.0,4388.0,2023-01-26 00:04:51
899.0,4390.0,2023-01-25 02:59:52
1030.0,4403.0,2023-02-27 12:14:23
492.0,4427.0,2023-02-16 19:53:07
1050.0,4434.0,2023-02-26 14:07:54
689.0,4446.0,2023-01-15 12:04:50
756.0,4457.0,2023-02-28 00:16:54
44.0,4458.0,2023-02-12 18:06:47
28.0,4460.0,2023-02-28 23:18:25
732.0,4474.0,2023-02-08 13:47:26
1394.0,4477.0,2023-01-20 05:10:27
150.0,4483.0,2023-01-27 16:34:48
886.0,4510.0,2023-01-16 10:05:48
138.0,4555.0,2023-02-01 23:53:33
1430.0,4559.0,2023-02-17 06:17:50
26.0,4561.0,2023-02-08 01:46:24
39.0,4568.0,2023-01-11 09:21:33
902.0,4571.0,2023-01-14 06:08:21
1305.0,4611.0,2023-02-15 07:07:34
1390.0,4620.0,2023-02-02 14:36:51
94.0,4632.0,2023-01-07 10:17:51
929.0,4633.0,2023-02-14 02:06:28
1075.0,4644.0,2023-02-16 02:00:28
20.0,4653.0,2023-02-12 14:05:42
79.0,4659.0,2023-01-05 20:21:52
1282.0,4689.0,2023-02-18 21:02:58
50.0,4698.0,2023-02-10 22:42:54
1293.0,4709.0,2023-01-09 19:54:55
1169.0,4711.0,2023-01-19 09:33:06
501.0,4721.0,2023-02-07 02:44:08
514.0,4726.0,2023-01-30 17:17:14
449.0,4771.0,2023-01-26 14:59:31
1484.0,4791.0,2023-01-22 13:14:13
258.0,4795.0,2023-02-07 13:56:09
1238.0,4821.0,2023-02-15 23:41:07
959.0,4833.0,2023-02-12 00:32:13
133.0,4839.0,2023-02-07 17:17:41
812.0,4840.0,2023-01-03 22:13:05
705.0,4845.0,2023-01-04 06:39:10
1388.0,4850.0,2023-01-25 06:16:35
1155.0,4864.0,2023-01-30 19:06:42
1276.0,4889.0,2023-02-23 09:55:12
1361.0,4899.0,2023-02-12 12:17:40
799.0,4924.0,2023-02-05 23:14:48
1009.0,4936.0,2023-01-19 11:35:46
256.0,4937.0,2023-01-12 07:44:56
427.0,4940.0,2023-02-15 12:36:23
906.0,4952.0,2023-01-22 02:20:07
904.0,4954.0,2023-02-14 17:38:55
1031.0,4958.0,2023-02-06 14:01:37
862.0,4970.0,2023-01-08 00:05:28
876.0,4991.0,2023-01-26 00:56:32
225.0,2.0,2023-02-13 12:05:44
483.0,4.0,2023-01-09 21:45:22
1155.0,19.0,2023-02-07 02:50:19
296.0,39.0,2023-01-10 01:03:33
687.0,51.0,2023-02-12 12:34:11
153.0,64.0,2023-02-19 23:05:31
838.0,85.0,2023-01-23 21:11:18
1362.0,90.0,2023-02-06 09:05:36
1282.0,105.0,2023-01-08 09:50:03
254.0,113.0,2023-02-25 21:42:58
3.0,119.0,2023-02-26 17:30:57
853.0,148.0,2023-01-11 06:22:14
923.0,160.0,2023-01-31 21:36:53
614.0,177.0,2023-01-07 02:10:15
1331.0,206.0,2023-02-27 08:12:21
1336.0,228.0,2023-01-22 14:13:33
1216.0,232.0,2023-02-19 22:36:52
672.0,243.0,2023-02-15 02:24:40
1136.0,271.0,2023-02-05 10:28:49
948.0,272.0,2023-02-02 05:11:25
431.0,283.0,2023-02-19 08:32:47
1434.0,314.0,2023-02-09 16:59:40
724.0,334.0,2023-01-18 06:22:23
1138.0,342.0,2023-01-26 04:29:40
455.0,349.0,2023-02-24 07:24:25
90.0,361.0,2023-01-05 09:34:45
1445.0,376.0,2023-01-16 22:15:14
1318.0,378.0,2023-02-23 23:33:49
1473.0,387.0,2023-02-07 19:11:44
32.0,398.0,2023-02-09 21:35:45
922.0,415.0,2023-01-28 14:20:25
1193.0,424.0,2023-02-09 22:01:29
445.0,445.0,2023-02-27 10:33:21
52.0,457.0,2023-01-13 00:21:30
1026.0,463.0,2023-02-18 03:38:56
1492.0,468.0,2023-01-21 13:37:11
1008.0,494.0,2023-02-21 20:24:25
965.0,509.0,2023-02-10 02:28:31
886.0,532.0,2023-02-08 03:49:07
973.0,563.0,2023-01-31 10:57:14
1011.0,588.0,2023-02-28 22:19:24
473.0,599.0,2023-01-17 06:51:18
878.0,602.0,2023-02-24 23:11:08
1499.0,604.0,2023-02-20 15:36:58
415.0,608.0,2023-01-13 20:27:57
975.0,647.0,2023-02-18 06:35:33
1278.0,656.0,2023-02-10 17:26:53
257.0,704.0,2023-01-27 05:32:37
192.0,716.0,2023-01-13 05:38:49
973.0,740.0,2023-02-04 03:19:12
224.0,762.0,2023-02-07 06:57:41
1299.0,764.0,2023-01-30 02:58:12
1270.0,810.0,2023-02-27 14:17:03
230.0,877.0,2023-01-25 02:11:52
87.0,893.0,2023-02-08 01:01:25
947.0,903.0,2023-01-02 14:00:02
1367.0,917.0,2023-01-19 11:35:29
20.0,927.0,2023-02-11 05:31:22
999.0,933.0,2023-02-20 14:24:31
12.0,941.0,2023-01-11 23:17:42
486.0,943.0,2023-02-24 06:30:28
47.0,957.0,2023-01-23 14:49:35
1152.0,1006.0,2023-01-19 10:39:31
1397.0,1026.0,2023-02-19 02:02:28
13.0,1038.0,2023-01-20 04:52:21
139.0,1053.0,2023-01-14 07:56:43
146.0,1083.0,2023-02-24 00:07:47
1062.0,1085.0,2023-01-31 09:10:13
901.0,1100.0,2023-01-24 23:25:34
1085.0,1153.0,2023-02-10 09:28:09
1269.0,1157.0,2023-01-23 10:33:01
219.0,1180.0,2023-01-12 15:14:20
506.0,1211.0,2023-01-12 07:07:03
972.0,1214.0,2023-01-01 11:28:33
452.0,1222.0,2023-02-22 07:59:59
101.0,1226.0,2023-01-29 02:36:18
600.0,1289.0,2023-02-28 05:20:00
1108.0,1291.0,2023-02-21 01:35:21
1237.0,1313.0,2023-02-06 03:52:14
1376.0,1321.0,2023-01-22 06:59:46
597.0,1335.0,2023-02-12 20:08:41
895.0,1353.0,2023-02-22 01:01:32
1344.0,1383.0,2023-01-21 13:21:12
1.0,1408.0,2023-01-27 17:33:01
1352.0,1409.0,2023-02-06 12:08:54
55.0,1414.0,2023-02-08 13:17:56
913.0,1415.0,2023-01-19 02:05:15
955.0,1425.0,2023-02-22 15:11:07
644.0,1435.0,2023-02-24 19:41:30
1392.0,1442.0,2023-02-10 20:21:00
830.0,1448.0,2023-02-20 17:34:01
134.0,1449.0,2023-02-25 00:48:15
948.0,1471.0,2023-02-16 14:00:43
589.0,1501.0,2023-01-30 16:18:32
433.0,1503.0,2023-01-05 17:43:39
1005.0,1512.0,2023-02-11 09:42:20
576.0,1518.0,2023-02-05 05:39:22
720.0,1522.0,2023-01-01 22:53:58
229.0,1527.0,2023-01-29 18:35:57
38.0,1572.0,2023-01-04 11:36:29
997.0,1577.0,2023-02-09 01:01:04
1199.0,1583.0,2023-01-09 23:09:31
657.0,1602.0,2023-01-31 18:11:09
320.0,1610.0,2023-01-24 08:27:03
282.0,1621.0,2023-01-25 18:26:26
1397.0,1639.0,2023-01-12 07:04:37
843.0,1730.0,2023-02-21 21:43:05
683.0,1733.0,2023-01-08 10:24:20
1412.0,1734.0,2023-02-05 15:33:09
451.0,1739.0,2023-02-16 06:11:02
509.0,1760.0,2023-01-19 05:23:39
338.0,1763.0,2023-02-22 14:20:39
886.0,1797.0,2023-02-19 16:12:36
886.0,1814.0,2023-01-27 09:27:30
352.0,1838.0,2023-02-05 15:21:03
174.0,1845.0,2023-02-18 01:51:08
447.0,1846.0,2023-02-26 20:06:02
944.0,1864.0,2023-02-21 02:20:56
71.0,1891.0,2023-02-14 08:43:39
258.0,1899.0,2023-01-14 02:18:23
1350.0,1918.0,2023-02-21 05:00:53
1291.0,1941.0,2023-01-01 22:15:09
1040.0,1946.0,2023-02-17 07:49:50
390.0,1956.0,2023-01-11 14:35:53
641.0,1965.0,2023-02-11 02:08:39
1012.0,1974.0,2023-02-08 05:14:06
1286.0,1975.0,2023-02-08 23:48:18
73.0,1993.0,2023-01-16 17:53:39
495.0,2016.0,2023-01-21 03:03:34
1461.0,2020.0,2023-01-24 07:38:10
237.0,2022.0,2023-01-16 08:05:53
1206.0,2048.0,2023-01-29 21:47:08
392.0,2055.0,2023-01-13 21:28:50
1274.0,2076.0,2023-01-13 20:45:54
1191.0,2077.0,2023-02-07 14:45:05
758.0,2079.0,2023-01-02 11:31:57
516.0,2085.0,2023-02-02 08:05:53
622.0,2089.0,2023-02-16 15:32:43
1032.0,2109.0,2023-01-23 12:35:40
1278.0,2163.0,2023-01-20 01:58:33
689.0,2189.0,2023-02-01 04:24:32
877.0,2200.0,2023-02-10 05:33:56
487.0,2216.0,2023-02-21 08:19:59
366.0,2217.0,2023-01-15 07:06:41
88.0,2248.0,2023-01-28 01:26:30
1427.0,2272.0,2023-01-20 01:14:07
1369.0,2300.0,2023-01-17 14:49:28
853.0,2308.0,2023-01-04 13:37:23
1338.0,2319.0,2023-01-02 15:05:08
884.0,2347.0,2023-01-11 11:23:19
1031.0,2348.0,2023-01-06 18:27:29
801.0,2368.0,2023-02-13 15:30:40
986.0,2379.0,2023-02-03 00:44:43
800.0,2395.0,2023-02-28 08:22:17
1340.0,2401.0,2023-01-13 23:56:04
744.0,2404.0,2023-01-16 09:02:49
1030.0,2412.0,2023-02-28 14:18:42
1292.0,2415.0,2023-02-14 20:59:07
215.0,2435.0,2023-01-24 01:12:15
225.0,2437.0,2023-02-15 23:28:14
638.0,2454.0,2023-02-04 09:18:41
444.0,2472.0,2023-02-08 02:53:45
68.0,2496.0,2023-02-03 22:21:25
30.0,2497.0,2023-02-02 10:03:40
1317.0,2501.0,2023-02-22 19:11:06
1318.0,2541.0,2023-02-24 16:26:19
1264.0,2561.0,2023-02-17 10:36:10
1093.0,2571.0,2023-02-11 05:05:55
360.0,2611.0,2023-01-10 23:47:51
705.0,2625.0,2023-01-30 13:14:35
189.0,2630.0,2023-02-28 19:13:19
850.0,2632.0,2023-02-04 07:30:53
988.0,2663.0,2023-02-22 07:31:42
1367.0,2668.0,2023-01-08 13:28:27
80.0,2675.0,2023-01-03 21:11:56
1102.0,2721.0,2023-01-31 21:40:42
950.0,2736.0,2023-01-03 21:24:01
60.0,2810.0,2023-01-16 21:35:54
1235.0,2813.0,2023-02-22 19:46:00
1184.0,2829.0,2023-01-26 12:38:45
732.0,2897.0,2023-02-15 15:10:59
1242.0,2898.0,2023-01-15 22:28:16
420.0,2914.0,2023-02-07 18:49:09
365.0,2928.0,2023-01-03 21:19:00
1345.0,2940.0,2023-01-26 07:15:10
303.0,2964.0,2023-01-17 20:09:55
993.0,2986.0,2023-01-26 08:41:52
853.0,3004.0,2023-01-28 10:50:19
105.0,3006.0,2023-01-02 10:49:51
921.0,3028.0,2023-02-03 21:55:56
446.0,3031.0,2023-01-09 01:18:45
88.0,3070.0,2023-02-19 03:09:53
557.0,3077.0,2023-02-04 17:44:20
561.0,3080.0,2023-02-10 03:28:12
783.0,3109.0,2023-02-14 07:18:00
530.0,3111.0,2023-02-11 19:53:25
1068.0,3129.0,2023-02-28 17:53:05
11.0,3142.0,2023-01-02 13:19:26
1345.0,3149.0,2023-01-25 21:08:57
189.0,3172.0,2023-01-09 19:22:22
824.0,3186.0,2023-01-22 19:52:21
1142.0,3193.0,2023-01-10 19:39:47
303.0,3199.0,2023-02-03 03:02:26
417.0,3211.0,2023-01-15 23:37:09
833.0,3218.0,2023-02-25 22:48:18
1383.0,3231.0,2023-02-15 10:20:21
383.0,3236.0,2023-02-16 17:32:58
193.0,3294.0,2023-01-22 17:42:10
1264.0,3296.0,2023-01-23 09:21:14
457.0,3339.0,2023-01-25 00:51:29
1474.0,3340.0,2023-01-03 01:24:15
117.0,3365.0,2023-02-25 15:04:10
1368.0,3385.0,2023-02-25 13:00:07
1076.0,3394.0,2023-01-09 17:00:05
603.0,3403.0,2023-02-05 20:06:00
55.0,3416.0,2023-02-09 18:11:16
1035.0,3441.0,2023-02-23 15:17:59
478.0,3444.0,2023-01-09 15:45:32
891.0,3448.0,2023-01-18 12:25:08
1449.0,3453.0,2023-02-21 13:29:46
1238.0,3508.0,2023-02-17 14:11:52
1074.0,3532.0,2023-02-23 20:14:04
473.0,3546.0,2023-02-28 13:27:14
432.0,3568.0,2023-01-05 20:48:25
785.0,3622.0,2023-01-16 04:34:24
1382.0,3626.0,2023-01-25 16:44:19
1249.0,3633.0,2023-01-18 00:46:11
716.0,3672.0,2023-02-18 20:23:56
819.0,3674.0,2023-02-08 14:44:45
944.0,3687.0,2023-01-15 02:06:02
96.0,3787.0,2023-01-14 05:22:04
1022.0,3807.0,2023-02-17 11:18:48
990.0,3810.0,2023-02-09 20:04:45
660.0,3852.0,2023-01-11 19:00:11
441.0,3870.0,2023-01-25 19:05:32
389.0,3879.0,2023-01-12 21:33:51
395.0,3881.0,2023-02-28 12:34:05
283.0,3892.0,2023-01-23 14:13:22
607.0,3920.0,2023-01-12 12:01:27
830.0,3960.0,2023-01-08 18:45:50
306.0,3961.0,2023-02-26 04:03:52
2.0,3978.0,2023-01-19 03:34:35
304.0,3980.0,2023-02-20 22:12:16
32.0,4007.0,2023-01-06 15:55:59
1335.0,4035.0,2023-01-03 08:20:51
874.0,4036.0,2023-02-17 20:28:06
404.0,4047.0,2023-02-23 02:30:39
321.0,4054.0,2023-02-07 05:03:44
171.0,4079.0,2023-01-22 02:28:39
868.0,4080.0,2023-01-29 23:04:58
1051.0,4083.0,2023-02-14 03:43:29
291.0,4113.0,2023-02-03 21:35:39
699.0,4149.0,2023-02-18 22:53:57
1076.0,4163.0,2023-01-01 21:16:15
17.0,4166.0,2023-01-22 02:45:55
63.0,4167.0,2023-02-01 10:27:12
763.0,4182.0,2023-01-29 12:27:02
1293.0,4188.0,2023-02-16 10:19:04
649.0,4212.0,2023-01-24 01:08:21
895.0,4214.0,2023-01-15 00:34:46
238.0,4224.0,2023-02-26 01:52:54
858.0,4229.0,2023-01-22 22:00:43
1117.0,4247.0,2023-01-11 18:29:21
1494.0,4269.0,2023-02-17 08:44:38
324.0,4274.0,2023-02-26 05:49:13
728.0,4278.0,2023-02-05 03:17:03
1034.0,4293.0,2023-01-27 06:56:48
728.0,4299.0,2023-01-14 22:28:27
898.0,4304.0,2023-02-17 09:45:45
722.0,4324.0,2023-02-24 07:59:03
1470.0,4340.0,2023-01-19 17:36:18
1424.0,4345.0,2023-01-14 15:43:46
113.0,4359.0,2023-01-20 15:23:54
167.0,4361.0,2023-01-04 03:17:35
604.0,4382.0,2023-01-19 17:33:46
1318.0,4428.0,2023-02-07 11:04:19
