order_id,user_id,product_id,order_date,quantity
76,472,13,2023-01-05,1
77,283,15,2023-01-26,8
78,450,8,2023-02-17,3
79,273,4,2023-02-04,2
80,460,5,2023-01-24,5
81,358,20,2023-01-08,21
82,382,3,2023-01-27,4
83,379,10,2023-01-26,3
84,410,18,2023-02-10,5
85,320,1,2023-01-23,88
86,378,19,2023-01-10,4
87,153,20,2023-01-04,25
88,401,9,2023-02-09,3
89,208,10,2023-01-24,4
90,234,13,2023-02-06,4
91,213,17,2023-01-28,0
92,57,10,2023-02-07,4
93,276,12,2023-02-27,2
94,366,16,2023-01-20,3
95,247,20,2023-02-08,21
96,368,11,2023-01-09,4
97,162,11,2023-02-02,4
98,66,12,2023-02-04,3
99,121,2,2023-01-11,2
100,30,17,2023-01-24,1
101,295,13,2023-01-16,6
102,212,19,2023-02-17,6
103,182,7,2023-01-24,8
104,70,18,2023-01-26,2
105,348,20,2023-01-08,21
106,321,7,2023-02-21,5
107,404,5,2023-01-29,2
108,55,10,2023-01-11,6
109,105,12,2023-02-16,2
110,204,4,2023-02-02,4
111,326,10,2023-01-25,4
112,199,6,2023-01-24,6
113,245,3,2023-02-25,6
114,222,4,2023-01-02,1
115,356,7,2023-02-19,4
116,279,13,2023-01-14,1
117,338,19,2023-01-04,5
118,413,5,2023-01-01,5
119,226,5,2023-02-26,7
120,202,11,2023-01-14,2
121,58,11,2023-01-07,1
122,179,20,2023-02-22,24
123,149,18,2023-01-22,4
124,414,4,2023-01-07,1
125,496,18,2023-01-03,3
126,289,4,2023-01-13,3
127,172,1,2023-01-28,30
128,476,1,2023-01-22,65
129,432,16,2023-01-12,3
130,431,15,2023-01-08,5
131,118,19,2023-01-14,6
132,367,16,2023-01-09,3
133,442,18,2023-01-12,4
134,496,3,2023-01-13,3
135,336,1,2023-02-13,80
136,258,4,2023-01-21,3
137,120,18,2023-01-31,5
138,13,18,2023-02-06,5
139,168,16,2023-02-09,4
140,276,10,2023-01-08,5
141,440,19,2023-02-15,6
142,115,9,2023-01-05,3
143,444,14,2023-02-27,3
144,372,8,2023-02-18,3
145,314,17,2023-01-19,2
146,195,14,2023-02-02,4
147,89,17,2023-01-14,1
148,254,19,2023-01-11,3
149,314,20,2023-01-24,26
150,182,4,2023-01-18,4
151,374,2,2023-01-08,3
152,184,13,2023-02-27,4
153,382,6,2023-01-25,5
154,3,16,2023-01-11,1
155,34,1,2023-01-29,33
156,429,8,2023-01-21,3
157,54,1,2023-02-02,48
158,422,15,2023-01-13,7
159,239,1,2023-01-02,45
160,191,5,2023-01-31,4
161,202,14,2023-02-11,4
162,317,6,2023-01-25,5
163,70,11,2023-01-19,1
164,379,16,2023-02-21,4
165,457,8,2023-02-03,2
166,343,2,2023-01-03,4
167,467,11,2023-02-14,2
168,269,1,2023-01-29,97
169,177,13,2023-02-09,7
170,393,6,2023-02-04,7
171,468,2,2023-01-11,2
172,449,8,2023-02-24,3
173,283,6,2023-02-02,3
174,53,3,2023-02-11,4
175,402,20,2023-01-19,27
176,28,4,2023-01-23,1
177,427,2,2023-01-07,3
178,433,18,2023-01-03,2
179,377,20,2023-01-08,24
180,310,9,2023-02-09,4
181,93,12,2023-02-18,3
182,103,10,2023-02-24,2
183,246,11,2023-01-16,1
184,143,3,2023-01-06,1
185,341,15,2023-01-18,2
186,46,9,2023-02-12,3
187,413,2,2023-01-21,2
188,400,19,2023-02-24,6
189,290,3,2023-02-18,6
190,346,10,2023-01-23,4
191,327,2,2023-02-07,2
192,143,7,2023-01-14,8
193,243,6,2023-02-19,4
194,219,13,2023-02-20,5
195,237,7,2023-02-03,5
196,464,11,2023-02-23,2
197,322,18,2023-01-21,4
198,14,17,2023-01-11,2
199,488,1,2023-02-02,15
200,411,14,2023-02-25,1
201,308,17,2023-02-26,2
202,24,12,2023-01-26,1
203,478,7,2023-01-22,2
204,139,16,2023-02-09,3
205,329,2,2023-02-02,3
206,240,12,2023-02-27,2
207,106,16,2023-01-20,1
208,436,13,2023-01-26,7
209,30,5,2023-02-19,2
210,404,4,2023-01-15,3
211,3,2,2023-01-14,3
212,165,12,2023-01-21,3
213,407,6,2023-02-22,7
214,313,14,2023-02-13,1
215,355,15,2023-01-07,4
216,479,14,2023-01-14,1
217,187,8,2023-02-26,4
218,22,8,2023-01-16,0
219,291,17,2023-01-25,2
220,102,15,2023-01-10,6
221,424,15,2023-01-03,2
222,439,7,2023-01-08,3
223,413,17,2023-02-23,1
224,396,13,2023-01-06,3
225,367,16,2023-02-06,2
226,60,12,2023-02-07,1
227,3,9,2023-02-26,4
228,132,3,2023-01-22,3
229,343,6,2023-02-10,3
230,11,3,2023-01-14,7
231,28,14,2023-01-28,3
232,130,10,2023-02-19,2
233,62,17,2023-02-19,4
234,455,1,2023-02-17,55
235,236,17,2023-01-14,2
236,397,10,2023-02-10,4
237,159,3,2023-01-15,4
238,196,7,2023-02-15,6
239,489,8,2023-01-24,1
240,208,14,2023-01-17,1
241,494,18,2023-01-29,2
242,190,10,2023-02-12,5
243,186,17,2023-02-15,3
244,127,9,2023-01-04,2
245,392,15,2023-02-22,6
246,171,13,2023-01-03,5
247,132,5,2023-01-15,7
248,310,12,2023-02-16,3
249,218,10,2023-01-01,2
250,397,14,2023-01-30,4
251,100,7,2023-01-12,6
252,499,6,2023-02-05,3
253,203,8,2023-02-23,1
254,332,12,2023-01-30,4
255,375,6,2023-02-03,8
256,486,8,2023-01-03,2
257,444,20,2023-01-21,23
258,376,12,2023-01-20,4
259,419,5,2023-02-18,4
260,326,19,2023-02-24,7
261,307,3,2023-02-02,5
262,482,1,2023-01-29,17
263,221,4,2023-02-25,0
264,278,15,2023-01-19,4
265,470,20,2023-02-01,26
266,368,6,2023-01-29,5
267,76,11,2023-01-31,1
268,172,2,2023-01-11,4
269,260,1,2023-01-09,0
270,85,14,2023-02-15,2
271,263,17,2023-02-05,0
272,119,9,2023-02-02,3
273,386,4,2023-01-09,4
274,322,17,2023-01-21,1
275,97,12,2023-01-14,3
276,403,17,2023-02-20,2
277,438,14,2023-01-16,1
278,8,4,2023-02-11,4
279,113,11,2023-01-01,1
280,327,8,2023-02-14,2
281,431,2,2023-01-20,2
282,236,15,2023-01-25,3
283,101,11,2023-02-19,3
284,26,4,2023-02-12,1
285,493,6,2023-01-21,4
286,497,15,2023-02-14,6
287,113,10,2023-01-16,4
288,163,15,2023-01-31,3
289,252,15,2023-01-28,5
290,312,4,2023-01-15,2
291,200,3,2023-02-21,7
292,369,7,2023-01-20,7
293,192,15,2023-01-27,5
294,479,15,2023-02-13,4
295,396,10,2023-01-23,3
296,141,13,2023-01-08,6
297,50,16,2023-02-05,4
298,80,5,2023-02-23,6
299,452,15,2023-02-17,3
300,255,1,2023-02-16,62
301,439,1,2023-02-21,38
302,70,8,2023-02-04,4
303,466,1,2023-02-06,84
304,426,6,2023-02-06,4
305,160,7,2023-02-02,4
306,211,17,2023-01-20,3
307,162,15,2023-01-04,5
308,202,13,2023-01-25,7
309,138,7,2023-01-20,6
310,217,18,2023-02-07,1
311,489,5,2023-01-31,4
312,459,9,2023-02-08,3
313,352,3,2023-02-17,5
314,104,20,2023-02-09,27
315,2,1,2023-01-06,19
316,276,20,2023-01-16,23
317,268,19,2023-02-19,4
318,329,1,2023-01-24,24
319,426,15,2023-02-02,4
320,280,4,2023-02-12,4
321,235,3,2023-01-11,4
322,36,19,2023-01-03,5
323,59,6,2023-01-25,2
324,286,7,2023-02-04,4
325,143,5,2023-01-31,3
326,231,7,2023-01-18,1
327,258,5,2023-01-05,4
328,306,6,2023-01-01,4
329,351,9,2023-02-22,4
330,168,3,2023-01-15,1
331,498,13,2023-01-18,5
332,412,18,2023-02-09,2
333,314,18,2023-02-05,2
334,276,14,2023-01-18,2
335,289,10,2023-01-29,3
336,268,7,2023-01-23,6
337,112,12,2023-02-08,1
338,436,5,2023-02-11,8
339,489,12,2023-01-11,3
340,472,17,2023-01-14,1
341,470,11,2023-01-07,3
342,449,19,2023-01-26,4
343,461,2,2023-02-08,1
344,189,18,2023-02-18,2
345,120,6,2023-02-18,5
346,393,4,2023-02-20,1
347,296,1,2023-02-14,7
348,85,8,2023-02-11,3
349,359,7,2023-02-24,5
350,98,1,2023-01-01,18
351,147,7,2023-01-23,5
352,260,8,2023-02-25,0
353,431,3,2023-01-17,7
354,169,19,2023-01-20,6
355,32,9,2023-01-10,2
356,480,9,2023-02-18,1
357,427,20,2023-01-29,25
358,319,12,2023-02-21,1
359,24,14,2023-02-17,3
360,401,3,2023-01-11,7
361,217,4,2023-01-05,4
362,32,17,2023-01-24,3
363,482,18,2023-01-15,5
364,76,1,2023-01-22,67
365,340,2,2023-02-16,3
366,108,2,2023-01-04,1
367,263,3,2023-02-26,5
368,19,6,2023-01-25,4
369,46,15,2023-01-17,5
370,65,1,2023-02-16,12
371,310,11,2023-02-24,1
372,214,1,2023-01-16,45
373,172,14,2023-01-08,4
374,369,4,2023-01-15,3
375,122,13,2023-01-14,3
376,307,19,2023-01-16,2
377,427,20,2023-01-26,25
378,110,12,2023-02-23,2
379,142,18,2023-01-21,3
380,392,11,2023-02-27,3
381,385,2,2023-02-28,4
382,390,13,2023-01-22,4
383,495,8,2023-02-20,3
384,251,20,2023-02-16,27
385,398,13,2023-01-30,4
386,265,15,2023-02-14,5
387,39,2,2023-02-07,4
388,195,19,2023-01-23,5
389,444,5,2023-01-28,5
390,119,15,2023-02-24,5
391,482,1,2023-01-13,12
392,372,12,2023-01-13,3
393,111,16,2023-02-26,2
394,67,1,2023-01-27,6
395,262,1,2023-01-13,98
396,105,9,2023-01-08,3
397,410,3,2023-01-24,3
398,217,2,2023-02-09,2
399,7,3,2023-02-13,4
400,272,11,2023-01-13,0
401,75,16,2023-02-20,3
402,444,9,2023-02-08,4
403,494,19,2023-01-28,3
404,404,18,2023-02-18,2
405,435,9,2023-01-06,3
406,23,18,2023-02-04,1
407,387,17,2023-02-03,4
408,491,12,2023-02-13,4
409,460,10,2023-01-27,4
410,232,8,2023-02-26,1
411,242,8,2023-01-06,4
412,460,15,2023-01-10,3
413,435,14,2023-02-22,1
414,42,2,2023-01-26,3
415,265,1,2023-01-28,74
416,176,12,2023-02-13,2
417,212,16,2023-01-02,3
418,28,16,2023-01-19,1
419,394,2,2023-01-31,2
420,327,4,2023-02-02,4
421,403,15,2023-01-27,3
422,335,4,2023-01-21,4
423,454,2,2023-01-31,2
424,372,17,2023-02-09,3
425,446,3,2023-01-01,8
426,212,15,2023-01-23,6
427,36,6,2023-02-04,1
428,36,20,2023-02-22,25
429,313,9,2023-01-04,4
430,310,10,2023-01-07,3
431,23,16,2023-01-13,3
432,398,4,2023-02-09,0
433,177,3,2023-02-08,4
434,150,9,2023-01-20,0
435,264,12,2023-02-17,4
436,114,16,2023-02-18,3
437,379,6,2023-01-07,6
438,128,5,2023-01-14,4
439,384,17,2023-02-06,3
440,391,9,2023-01-24,4
441,334,8,2023-01-23,2
442,413,15,2023-01-03,8
443,44,9,2023-02-28,2
444,469,10,2023-01-29,2
445,455,17,2023-02-27,1
446,250,13,2023-02-12,5
447,482,3,2023-02-01,4
448,285,14,2023-02-23,3
449,458,3,2023-01-10,4
450,218,6,2023-02-11,6
451,7,15,2023-02-27,5
452,438,17,2023-01-25,3
453,398,4,2023-02-15,2
454,329,20,2023-02-24,26
455,106,12,2023-01-30,4
456,439,2,2023-02-22,1
457,90,17,2023-01-13,3
458,307,18,2023-01-19,4
459,177,19,2023-02-12,4
460,167,16,2023-01-12,4
461,186,7,2023-02-11,4
462,419,4,2023-02-06,1
463,197,5,2023-02-18,3
464,450,17,2023-01-17,0
465,52,3,2023-01-31,7
466,281,11,2023-02-21,2
467,487,14,2023-02-12,2
468,488,10,2023-01-21,3
469,252,10,2023-02-27,3
470,86,19,2023-02-05,5
471,176,9,2023-02-11,3
472,114,8,2023-01-18,2
473,295,10,2023-01-03,3
474,469,15,2023-01-22,8
475,167,11,2023-01-30,0
476,416,6,2023-02-06,4
477,335,2,2023-02-15,2
478,335,2,2023-02-16,1
479,393,2,2023-01-17,1
480,421,20,2023-01-28,24
481,96,9,2023-01-09,4
482,73,18,2023-01-29,4
483,294,18,2023-01-03,3
484,206,16,2023-02-05,2
485,123,7,2023-01-14,7
486,291,11,2023-02-11,2
487,40,15,2023-02-27,5
488,148,16,2023-02-06,2
489,452,13,2023-02-06,2
490,416,4,2023-02-10,1
491,327,3,2023-01-19,2
492,449,4,2023-02-03,1
493,312,17,2023-02-08,3
494,444,12,2023-02-21,3
495,313,3,2023-02-16,4
496,283,12,2023-02-10,3
497,237,16,2023-01-26,3
498,474,7,2023-02-09,4
499,78,18,2023-02-18,1
500,159,11,2023-02-07,0
501,104,12,2023-01-03,2
502,181,16,2023-02-04,4
503,345,14,2023-01-29,1
504,32,12,2023-01-15,2
505,84,14,2023-01-12,4
506,489,4,2023-02-28,0
507,172,6,2023-02-12,3
508,129,17,2023-01-27,3
509,52,5,2023-02-10,3
510,267,5,2023-01-22,5
511,329,17,2023-02-28,3
512,424,11,2023-01-17,2
513,105,15,2023-01-29,5
514,461,1,2023-02-07,6
515,14,17,2023-02-11,1
516,70,18,2023-02-15,4
517,454,16,2023-02-10,2
518,50,14,2023-02-12,3
519,12,6,2023-01-12,8
520,141,16,2023-01-23,4
521,188,17,2023-01-07,1
522,486,2,2023-02-02,4
523,398,8,2023-01-15,1
524,346,2,2023-02-06,4
525,160,5,2023-01-24,5
526,404,5,2023-01-12,4
527,410,3,2023-02-05,3
528,449,14,2023-02-02,4
529,87,14,2023-02-16,3
530,67,2,2023-01-28,2
531,275,14,2023-02-19,1
532,87,7,2023-02-08,3
533,476,17,2023-02-28,3
534,228,4,2023-01-01,4
535,256,8,2023-01-23,4
536,483,7,2023-02-03,6
537,483,20,2023-01-07,24
538,37,1,2023-02-06,102
539,49,7,2023-01-19,5
540,15,8,2023-01-28,4
541,169,9,2023-01-29,2
542,302,4,2023-02-07,3
543,463,15,2023-02-22,4
544,192,2,2023-02-08,3
545,385,11,2023-02-20,2
546,439,3,2023-01-31,4
547,243,12,2023-02-27,1
548,21,17,2023-02-20,2
549,107,11,2023-02-16,0
550,341,4,2023-01-08,4
551,280,10,2023-01-22,6
552,238,11,2023-01-17,3
553,116,14,2023-02-09,3
554,56,14,2023-01-30,3
555,188,19,2023-01-12,7
556,297,7,2023-02-28,7
557,294,3,2023-01-15,7
558,259,1,2023-02-10,19
559,237,1,2023-01-31,85
560,498,2,2023-01-09,3
561,419,4,2023-02-10,2
562,70,3,2023-02-18,8
563,172,2,2023-01-31,4
564,490,7,2023-01-24,6
565,475,16,2023-01-03,1
566,492,2,2023-01-29,4
567,425,10,2023-01-01,3
568,494,6,2023-02-09,2
569,468,10,2023-01-13,1
570,445,18,2023-01-18,6
571,46,18,2023-02-28,2
572,403,13,2023-02-03,4
573,368,12,2023-01-11,2
574,453,6,2023-01-29,5
575,283,10,2023-02-11,4
576,189,12,2023-01-12,4
577,302,1,2023-01-06,62
578,59,18,2023-01-18,3
579,118,9,2023-01-06,3
580,280,2,2023-02-27,1
581,130,14,2023-02-12,2
582,169,2,2023-01-23,1
583,117,17,2023-02-22,1
584,142,16,2023-02-27,2
585,462,16,2023-02-26,2
586,447,14,2023-01-15,2
587,52,10,2023-01-24,6
588,479,12,2023-02-28,1
589,304,6,2023-02-23,6
590,190,5,2023-01-18,2
591,314,16,2023-01-11,4
592,193,1,2023-01-09,17
593,482,16,2023-02-18,1
594,24,8,2023-02-23,2
595,114,15,2023-01-20,4
596,2,12,2023-01-13,1
597,387,17,2023-01-26,3
598,361,4,2023-01-14,1
599,324,17,2023-01-17,1
600,254,5,2023-01-05,5
601,468,19,2023-01-25,1
602,109,2,2023-02-24,2
603,133,17,2023-01-28,0
604,9,1,2023-02-20,87
605,462,11,2023-01-05,1
606,365,3,2023-01-04,6
607,271,16,2023-02-28,4
608,398,11,2023-01-13,4
609,355,15,2023-01-03,5
610,121,1,2023-01-13,80
611,263,7,2023-02-02,3
612,101,16,2023-02-02,3
613,480,8,2023-01-16,2
614,379,20,2023-02-06,25
615,108,12,2023-02-28,1
616,453,4,2023-01-11,2
617,354,14,2023-01-13,2
618,372,16,2023-01-19,3
619,87,10,2023-01-31,5
620,101,18,2023-01-06,6
621,384,7,2023-01-17,8
622,115,13,2023-02-01,6
623,413,5,2023-02-02,4
624,330,18,2023-02-13,1
625,35,10,2023-02-14,2
626,468,20,2023-02-01,27
627,59,3,2023-02-13,3
628,305,6,2023-02-05,7
629,266,2,2023-02-14,2
630,399,8,2023-01-25,0
631,160,18,2023-01-16,3
632,496,6,2023-01-22,2
633,495,2,2023-01-20,1
634,237,8,2023-01-14,1
635,409,17,2023-02-03,4
636,124,4,2023-01-05,1
637,153,3,2023-02-09,4
638,23,16,2023-01-04,2
639,203,13,2023-02-04,1
640,282,17,2023-02-04,4
641,276,3,2023-02-12,3
642,353,1,2023-01-15,98
643,255,8,2023-01-19,2
644,75,11,2023-02-08,0
645,190,9,2023-02-08,0
646,470,11,2023-02-28,2
647,136,3,2023-02-18,4
648,310,11,2023-02-28,2
649,250,9,2023-01-18,1
650,345,13,2023-01-06,5
651,318,10,2023-02-28,4
652,204,13,2023-02-08,1
653,453,2,2023-01-28,4
654,146,13,2023-02-23,5
655,119,15,2023-01-09,7
656,172,13,2023-02-10,2
657,29,8,2023-01-06,3
658,146,4,2023-01-06,4
659,53,5,2023-01-08,3
660,177,1,2023-01-15,3
661,348,10,2023-02-07,2
662,479,15,2023-02-11,6
663,112,19,2023-01-15,4
664,60,14,2023-02-03,3
665,278,11,2023-01-28,1
666,87,2,2023-02-21,3
667,248,6,2023-01-14,2
668,200,4,2023-01-31,4
669,477,3,2023-02-13,3
670,10,3,2023-02-16,3
671,11,11,2023-01-10,0
672,405,8,2023-01-04,0
673,212,9,2023-01-04,2
674,144,7,2023-01-04,8
675,431,8,2023-02-24,3
676,295,2,2023-02-03,1
677,148,20,2023-02-05,24
678,317,20,2023-01-17,26
679,135,17,2023-01-29,3
680,408,16,2023-02-07,2
681,374,18,2023-01-01,2
682,288,18,2023-02-07,2
683,476,6,2023-01-30,6
684,129,6,2023-01-19,5
685,235,2,2023-01-15,3
686,84,14,2023-02-09,1
687,379,1,2023-01-07,92
688,123,6,2023-01-29,4
689,72,20,2023-02-22,24
690,238,10,2023-01-11,4
691,266,17,2023-02-02,1
692,68,18,2023-02-16,3
693,66,20,2023-01-30,26
694,383,15,2023-01-19,5
695,259,1,2023-02-06,69
696,363,6,2023-01-30,5
697,450,7,2023-02-26,5
698,432,4,2023-02-09,1
699,369,3,2023-01-29,6
700,231,6,2023-02-24,2
701,246,6,2023-01-30,7
702,343,7,2023-02-25,4
703,282,12,2023-02-09,4
704,404,3,2023-01-27,6
705,389,17,2023-01-28,1
706,437,4,2023-02-12,1
707,71,6,2023-01-13,6
708,261,17,2023-01-18,3
709,151,12,2023-01-08,4
710,362,11,2023-01-28,1
711,447,18,2023-01-08,3
712,60,19,2023-01-20,4
713,169,13,2023-02-26,5
714,454,5,2023-02-21,4
715,485,5,2023-02-02,1
716,368,8,2023-01-13,4
717,242,13,2023-02-08,5
718,199,11,2023-02-21,1
719,280,12,2023-02-02,1
720,461,16,2023-01-31,3
721,117,11,2023-01-23,2
722,32,15,2023-01-06,5
723,100,6,2023-01-28,2
724,356,15,2023-02-01,5
725,229,17,2023-02-11,3
726,59,12,2023-01-23,2
727,156,11,2023-01-13,3
728,73,13,2023-02-22,5
729,287,9,2023-02-15,1
730,403,14,2023-01-23,2
731,57,11,2023-02-08,1
732,173,8,2023-01-19,2
733,421,1,2023-01-30,8
734,188,18,2023-01-30,5
735,89,12,2023-01-19,1
736,366,14,2023-02-22,2
737,185,18,2023-02-28,3
738,236,12,2023-02-01,1
739,357,4,2023-02-19,0
740,468,11,2023-02-04,4
741,313,13,2023-01-20,5
742,2,10,2023-02-27,4
743,49,1,2023-01-30,48
744,265,9,2023-02-15,3
745,439,7,2023-02-13,4
746,118,1,2023-02-21,51
747,24,4,2023-01-23,3
748,363,16,2023-01-16,4
749,222,1,2023-01-08,27
750,310,3,2023-02-18,6
751,499,13,2023-01-29,5
752,327,20,2023-01-20,22
753,152,20,2023-01-28,27
754,171,6,2023-02-13,3
755,453,10,2023-01-20,1
756,375,19,2023-01-16,5
757,384,3,2023-01-07,6
758,446,13,2023-01-25,7
759,415,7,2023-02-28,4
760,457,18,2023-01-23,5
761,283,17,2023-01-12,0
762,36,2,2023-02-07,4
763,370,20,2023-01-02,22
764,473,1,2023-01-30,99
765,351,2,2023-01-16,1
766,115,16,2023-02-21,4
767,278,15,2023-02-04,6
768,189,19,2023-01-23,5
769,366,4,2023-02-15,4
770,33,12,2023-02-21,2
771,475,4,2023-02-12,2
772,343,12,2023-01-23,3
773,275,3,2023-02-15,6
774,138,12,2023-02-09,4
775,286,1,2023-01-19,39
776,331,2,2023-02-10,2
777,415,18,2023-02-14,4
778,187,9,2023-01-17,1
779,296,1,2023-01-18,78
780,363,19,2023-02-13,7
781,95,1,2023-01-25,49
782,154,7,2023-02-08,3
783,202,10,2023-01-01,4
784,368,9,2023-02-18,2
785,74,7,2023-02-03,2
786,438,2,2023-01-19,4
787,332,1,2023-02-25,59
788,334,5,2023-01-08,4
789,317,5,2023-02-22,4
790,379,10,2023-01-15,3
791,283,11,2023-02-06,4
792,356,17,2023-01-27,2
793,263,5,2023-02-02,3
794,469,18,2023-01-02,2
795,68,20,2023-02-18,25
796,78,6,2023-01-25,1
797,418,1,2023-02-23,75
798,92,13,2023-01-23,6
799,52,14,2023-02-04,3
800,421,20,2023-01-31,25
801,418,16,2023-01-22,3
802,84,13,2023-01-05,3
803,169,17,2023-01-04,2
804,270,6,2023-02-18,6
805,250,15,2023-02-24,4
806,65,1,2023-01-19,102
807,240,1,2023-02-03,17
808,52,15,2023-01-12,5
809,330,7,2023-01-12,7
810,391,11,2023-02-27,3
811,185,13,2023-02-22,4
812,278,1,2023-01-13,33
813,316,8,2023-01-05,2
814,377,11,2023-02-15,2
815,159,9,2023-01-01,4
816,174,14,2023-01-26,3
817,197,3,2023-02-10,5
818,495,15,2023-01-08,5
819,314,4,2023-01-08,3
820,106,2,2023-02-24,1
821,404,10,2023-02-03,3
822,467,10,2023-02-28,4
823,416,4,2023-01-08,1
824,199,2,2023-02-04,1
825,189,6,2023-01-05,4
826,332,7,2023-01-06,8
827,162,5,2023-02-24,2
828,18,7,2023-02-09,4
829,230,14,2023-02-20,4
830,106,16,2023-01-13,3
831,463,18,2023-02-15,5
832,481,5,2023-02-02,5
833,257,9,2023-01-22,1
834,211,5,2023-02-20,2
835,42,6,2023-01-29,6
836,377,20,2023-01-08,21
837,196,17,2023-01-29,0
838,86,14,2023-02-17,4
839,123,10,2023-01-26,4
840,447,4,2023-02-11,4
841,101,19,2023-02-25,4
842,291,6,2023-02-03,3
843,409,15,2023-01-02,7
844,226,9,2023-01-14,1
845,201,3,2023-02-22,7
846,13,9,2023-02-08,0
847,307,11,2023-01-22,2
848,254,10,2023-01-28,3
849,64,13,2023-02-08,7
850,193,7,2023-01-21,4
851,418,11,2023-02-03,3
852,444,13,2023-01-02,3
853,36,5,2023-02-01,6
854,20,6,2023-02-23,4
855,263,19,2023-02-19,8
856,408,13,2023-02-20,8
857,225,12,2023-02-08,1
858,317,15,2023-01-29,4
859,147,15,2023-01-12,8
860,254,12,2023-02-20,2
861,225,19,2023-02-05,6
862,447,12,2023-02-01,1
863,266,1,2023-02-21,45
864,152,3,2023-01-03,4
865,41,8,2023-01-04,3
866,333,1,2023-02-02,34
867,98,18,2023-01-11,5
868,135,14,2023-02-02,1
869,336,11,2023-02-03,2
870,291,10,2023-01-06,3
871,81,7,2023-01-01,2
872,245,14,2023-02-07,3
873,100,10,2023-02-16,4
874,391,13,2023-01-09,4
875,161,11,2023-02-13,0
876,141,10,2023-02-14,6
877,455,9,2023-01-25,1
878,96,7,2023-01-17,4
879,180,12,2023-02-02,4
880,46,19,2023-02-02,5
881,274,2,2023-02-11,1
882,380,19,2023-01-25,4
883,216,11,2023-01-22,3
884,87,9,2023-02-27,2
885,341,1,2023-01-28,48
886,391,6,2023-02-16,6
887,488,12,2023-02-05,4
888,58,17,2023-01-05,1
889,186,1,2023-02-02,4
890,340,14,2023-02-27,2
891,201,14,2023-02-15,2
892,135,11,2023-01-25,2
893,344,2,2023-02-08,1
894,19,12,2023-02-21,2
895,31,16,2023-02-12,1
896,248,20,2023-02-27,22
897,366,1,2023-01-26,11
898,391,6,2023-02-02,4
899,472,8,2023-02-10,0
900,14,11,2023-02-03,2
901,228,10,2023-02-24,1
902,375,18,2023-01-07,5
903,54,6,2023-01-02,5
904,190,20,2023-02-21,21
905,297,8,2023-02-01,4
906,247,3,2023-01-08,3
907,123,12,2023-01-14,3
908,120,17,2023-01-04,2
909,39,17,2023-01-29,0
910,17,3,2023-01-16,4
911,304,7,2023-01-30,7
912,39,11,2023-01-03,3
913,98,9,2023-02-17,1
914,257,5,2023-01-20,8
915,106,12,2023-02-02,1
916,66,11,2023-02-28,4
917,230,19,2023-01-19,2
918,433,11,2023-02-10,3
919,198,1,2023-02-28,19
920,32,20,2023-02-04,23
921,322,8,2023-01-31,3
922,257,13,2023-02-27,5
923,204,3,2023-02-02,8
924,461,12,2023-02-19,4
925,404,11,2023-02-16,2
926,85,17,2023-01-20,4
927,339,5,2023-02-11,6
928,382,19,2023-01-21,4
929,192,5,2023-02-26,6
930,167,20,2023-02-10,25
