date,campaign,source,spending,clicks
2023-01-16,campaign_5,b,9.831173908810445,8
2023-01-16,campaign_6,b,1.2252299072120236,8
2023-01-16,campaign_7,b,4.995283825436725,3
2023-01-16,campaign_8,b,6.04295076757117,6
2023-01-16,campaign_9,b,7.808667756776313,10
2023-01-01,campaign_1,a,1.4772122785764557,7
2023-01-01,campaign_2,a,4.186841177792411,9
2023-01-01,campaign_3,a,0.5150473498919886,9
2023-01-01,campaign_10,b,7.98281800802674,2
2023-01-01,campaign_4,b,2.8765550537676363,7
2023-01-01,campaign_5,b,6.857418681185191,3
2023-01-01,campaign_6,b,6.840839899295335,10
2023-01-01,campaign_7,b,6.956284934969758,3
2023-01-01,campaign_8,b,4.91345731773084,2
2023-01-01,campaign_9,b,7.006968892583397,10
2023-01-17,campaign_1,a,5.84677749456445,4
2023-01-17,campaign_2,a,6.176919748054144,2
2023-01-17,campaign_3,a,0.46727071806572573,1
2023-01-17,campaign_10,b,9.84118043454236,5
2023-01-17,campaign_4,b,9.957805602817738,8
2023-01-17,campaign_5,b,0.2460115217649149,3
2023-01-17,campaign_6,b,7.656329538706329,7
2023-01-17,campaign_7,b,4.80852410015069,6
2023-01-17,campaign_8,b,1.6604246625699195,2
2023-01-17,campaign_9,b,9.643154402122073,4
2023-01-02,campaign_1,a,1.9906924614897041,6
2023-01-02,campaign_2,a,5.770501621340206,2
2023-01-02,campaign_3,a,7.732455937343338,7
2023-01-02,campaign_10,b,5.739745406764139,5
2023-01-02,campaign_4,b,5.815879898142514,2
2023-01-02,campaign_5,b,3.688235390514451,4
2023-01-02,campaign_6,b,5.268788616652572,3
2023-01-02,campaign_7,b,5.612311063698457,5
2023-01-02,campaign_8,b,4.083709629320299,5
2023-01-02,campaign_9,b,2.129646298713631,6
2023-01-13,campaign_1,a,1.9969249989117015,5
2023-01-13,campaign_2,a,6.436932750448144,1
2023-01-13,campaign_3,a,4.419009918817497,3
2023-01-13,campaign_10,b,5.1416635827104855,4
2023-01-13,campaign_4,b,5.574592813244227,2
2023-01-13,campaign_5,b,8.113388195160795,5
2023-01-13,campaign_6,b,5.191848802423775,9
2023-01-13,campaign_7,b,2.0949549801431613,7
2023-01-13,campaign_8,b,1.1818342715309316,1
2023-01-13,campaign_9,b,3.79926652482899,3
2023-01-08,campaign_1,a,8.527145169102452,10
2023-01-08,campaign_2,a,3.590155600578608,5
2023-01-08,campaign_3,a,5.668796310317108,8
2023-01-08,campaign_10,b,5.616665541066075,3
2023-01-08,campaign_4,b,4.365643947226613,3
2023-01-08,campaign_5,b,1.5336679194534382,1
2023-01-08,campaign_6,b,8.871303216591434,7
2023-01-08,campaign_7,b,8.736612869791992,1
2023-01-08,campaign_8,b,3.2106153126631076,6
2023-01-08,campaign_9,b,4.788566729403301,3
2023-02-15,campaign_1,a,4.3953157920153085,2
2023-02-15,campaign_2,a,7.403360818267014,6
2023-02-15,campaign_3,a,6.036722813776679,4
2023-02-15,campaign_10,b,8.49919906253182,8
2023-02-15,campaign_4,b,8.400959614306617,9
2023-02-15,campaign_5,b,3.153650503156027,1
2023-02-15,campaign_6,b,6.513592548151064,9
2023-02-15,campaign_7,b,3.4395329093716835,1
2023-02-15,campaign_8,b,0.8316221322133022,1
2023-02-15,campaign_9,b,5.823795332503506,8
2023-01-07,campaign_1,a,9.039780925752659,6
2023-01-07,campaign_2,a,5.689462389555169,10
2023-01-07,campaign_3,a,9.432953476202744,2
2023-01-07,campaign_10,b,6.29994052565195,7
2023-01-07,campaign_4,b,5.69580655668236,6
2023-01-07,campaign_5,b,2.664895474723804,7
2023-01-07,campaign_6,b,6.1574329645469685,10
2023-01-07,campaign_7,b,7.933232774805554,4
2023-01-07,campaign_8,b,1.812881499299274,8
2023-01-07,campaign_9,b,9.118598938965745,1
2023-01-26,campaign_1,a,5.176605812161456,5
2023-01-26,campaign_2,a,5.986855821514404,7
2023-01-26,campaign_3,a,6.855557167013725,3
2023-01-26,campaign_10,b,5.7473871998065915,6
2023-01-26,campaign_4,b,9.474111132619045,6
2023-01-26,campaign_5,b,7.304429336380382,5
2023-01-26,campaign_6,b,0.6769033556017195,10
2023-01-26,campaign_7,b,0.9077172885068274,9
2023-01-26,campaign_8,b,9.920877979376389,8
2023-01-26,campaign_9,b,3.0557347745359387,4
2023-02-20,campaign_1,a,3.458880700583249,2
2023-02-20,campaign_2,a,0.1313983977362534,6
2023-02-20,campaign_3,a,7.464022665850296,10
2023-02-20,campaign_10,b,0.2662378012618004,3
2023-02-20,campaign_4,b,8.75298007470852,10
2023-02-20,campaign_5,b,9.3363497613098,7
2023-02-20,campaign_6,b,6.355759424463836,10
2023-02-20,campaign_7,b,7.891430295742826,10
2023-02-20,campaign_8,b,1.4886036970623813,5
2023-02-20,campaign_9,b,3.0086219298496437,5
2023-01-21,campaign_1,a,2.43467740687873,2
2023-01-21,campaign_2,a,6.909377338639647,3
2023-01-21,campaign_3,a,2.0197330131465434,2
2023-01-21,campaign_10,b,8.640477243771329,5
2023-01-21,campaign_4,b,6.122659003180986,8
2023-01-21,campaign_5,b,2.890880669873033,5
2023-01-21,campaign_6,b,4.092257788547864,8
2023-01-21,campaign_7,b,2.6711995079728728,4
2023-01-21,campaign_8,b,1.8753115179735134,4
2023-01-21,campaign_9,b,0.19716124145956498,9
2023-02-07,campaign_1,a,1.7000992990088206,1
2023-02-07,campaign_2,a,3.2938488542518765,9
2023-02-07,campaign_3,a,7.877860864671738,7
2023-02-07,campaign_10,b,2.869895648120225,3
2023-02-07,campaign_4,b,5.825738737891244,6
2023-02-07,campaign_5,b,1.4365525004046578,5
2023-02-07,campaign_6,b,0.816510223053355,5
2023-02-07,campaign_7,b,4.572662087444253,9
2023-02-07,campaign_8,b,0.25720703221301,3
2023-02-07,campaign_9,b,3.8444862639552855,10
2023-01-19,campaign_1,a,8.869790416504932,1
2023-01-19,campaign_2,a,6.958006420806478,10
2023-01-19,campaign_3,a,1.5156588820547054,4
2023-01-19,campaign_10,b,0.23389668956990128,5
2023-01-19,campaign_4,b,3.949974376201393,6
2023-01-19,campaign_5,b,4.430837709907356,9
2023-01-19,campaign_6,b,1.2842849750172616,4
2023-01-19,campaign_7,b,5.668874056681719,3
2023-01-19,campaign_8,b,6.067626643453585,7
2023-01-19,campaign_9,b,3.8779964562819726,4
2023-01-21,campaign_1,a,4.408054062590691,4
2023-01-21,campaign_2,a,9.6272010334656,1
2023-01-21,campaign_3,a,7.69914842797807,3
2023-01-21,campaign_10,b,8.319234227934814,7
2023-01-21,campaign_4,b,6.543637683828827,8
2023-01-21,campaign_5,b,1.6447950318266311,4
2023-01-21,campaign_6,b,0.9469347256558595,9
2023-01-21,campaign_7,b,2.727992823187454,10
2023-01-21,campaign_8,b,8.559555845893472,8
2023-01-21,campaign_9,b,4.415949645548958,6
2023-01-12,campaign_1,a,5.98133481969589,2
2023-01-12,campaign_2,a,6.315155201918628,10
2023-01-12,campaign_3,a,1.2062135390638802,8
2023-01-12,campaign_10,b,6.035796211239788,1
2023-01-12,campaign_4,b,2.914700483171025,3
2023-01-12,campaign_5,b,0.8699642291012362,1
2023-01-12,campaign_6,b,3.104848564483219,4
2023-01-12,campaign_7,b,6.649148702174105,2
2023-01-12,campaign_8,b,8.126783696232364,7
2023-01-12,campaign_9,b,0.5540648259507596,10
2023-02-12,campaign_1,a,7.4483437551450065,3
2023-02-12,campaign_2,a,5.341594621556562,3
2023-02-12,campaign_3,a,2.1094306376489986,2
2023-02-12,campaign_10,b,4.48260642929385,7
2023-02-12,campaign_4,b,2.2445743233079423,2
2023-02-12,campaign_5,b,7.020202631889667,2
2023-02-12,campaign_6,b,2.5242216627848246,9
2023-02-12,campaign_7,b,6.94299897499231,6
2023-02-12,campaign_8,b,1.8044604540928346,2
2023-02-12,campaign_9,b,6.637206263049801,5
2023-01-29,campaign_1,a,1.8813021372838836,6
2023-01-29,campaign_2,a,3.362666654518549,1
2023-01-29,campaign_3,a,4.9548420872020476,2
2023-01-29,campaign_10,b,4.419399569998732,6
2023-01-29,campaign_4,b,2.4511997417205267,5
2023-01-29,campaign_5,b,9.506372005425858,1
2023-01-29,campaign_6,b,9.565430401991282,1
2023-01-29,campaign_7,b,7.959274916087596,6
2023-01-29,campaign_8,b,5.794678145662421,8
2023-01-29,campaign_9,b,5.583903927134738,5
2023-01-30,campaign_1,a,2.9007597533417275,5
2023-01-30,campaign_2,a,8.041911488819528,5
2023-01-30,campaign_3,a,0.5326197717506472,9
2023-01-30,campaign_10,b,0.26684545757764233,10
2023-01-30,campaign_4,b,1.9754534330630995,5
2023-01-30,campaign_5,b,3.2096852458592444,3
2023-01-30,campaign_6,b,9.920015259036644,8
2023-01-30,campaign_7,b,0.7801237825651056,5
2023-01-30,campaign_8,b,7.953912819759348,4
2023-01-30,campaign_9,b,1.2722011931208,8
2023-01-15,campaign_1,a,1.3840714996645451,10
2023-01-15,campaign_2,a,2.666644628017534,6
2023-01-15,campaign_3,a,0.11456007591016872,6
2023-01-15,campaign_10,b,4.99066900380409,7
2023-01-15,campaign_4,b,9.70730258087416,1
2023-01-15,campaign_5,b,2.998706462499344,3
2023-01-15,campaign_6,b,7.5413822859109105,3
2023-01-15,campaign_7,b,5.442191652803749,5
2023-01-15,campaign_8,b,9.201542075629183,4
2023-01-15,campaign_9,b,4.071031668532173,3
2023-02-20,campaign_1,a,7.679965054054849,6
2023-02-20,campaign_2,a,7.0192894597983,9
2023-02-20,campaign_3,a,8.059556874931024,8
2023-02-20,campaign_10,b,5.840254612142328,9
2023-02-20,campaign_4,b,4.262936585485081,9
2023-02-20,campaign_5,b,3.6753800256429163,8
2023-02-20,campaign_6,b,4.068803036989909,4
2023-02-20,campaign_7,b,4.087295212693751,9
2023-02-20,campaign_8,b,9.472171762534344,9
2023-02-20,campaign_9,b,0.20313106538685483,5
2023-01-05,campaign_1,a,4.3836243697152195,4
2023-01-05,campaign_2,a,6.377358241581058,5
2023-01-05,campaign_3,a,0.909885949040389,10
2023-01-05,campaign_10,b,1.3217648012249366,4
2023-01-05,campaign_4,b,3.3842812525350423,10
2023-01-05,campaign_5,b,8.138299615107911,1
2023-01-05,campaign_6,b,4.479287813780306,3
2023-01-05,campaign_7,b,6.533221342859233,10
2023-01-05,campaign_8,b,5.506362022399396,2
2023-01-05,campaign_9,b,0.675165828279129,10
2023-01-24,campaign_1,a,2.3950001068366538,1
2023-01-24,campaign_2,a,5.466003330261542,10
2023-01-24,campaign_3,a,8.297289192520582,7
2023-01-24,campaign_10,b,5.201621404763519,10
2023-01-24,campaign_4,b,1.6403714978489214,5
2023-01-24,campaign_5,b,9.496407904967082,6
2023-01-24,campaign_6,b,9.912262555665222,9
2023-01-24,campaign_7,b,0.23581191607670454,9
2023-01-24,campaign_8,b,5.786818356978718,10
2023-01-24,campaign_9,b,2.360860644294749,5
2023-01-24,campaign_1,a,3.6066168890825194,7
2023-01-24,campaign_2,a,1.8814507914812282,10
2023-01-24,campaign_3,a,8.125228547041392,7
2023-01-24,campaign_10,b,8.594410791968238,6
2023-01-24,campaign_4,b,9.86760682021913,3
2023-01-24,campaign_5,b,0.5111759418585137,6
2023-01-24,campaign_6,b,9.42294299572285,4
2023-01-24,campaign_7,b,6.670174711679636,5
2023-01-24,campaign_8,b,6.212859257495406,9
2023-01-24,campaign_9,b,7.453616633292387,7
2023-02-11,campaign_1,a,4.824923620188616,10
2023-02-11,campaign_2,a,6.9171267823241305,3
2023-02-11,campaign_3,a,2.8187535032295834,10
2023-02-11,campaign_10,b,2.4159660733287804,5
2023-02-11,campaign_4,b,8.475912132657248,6
2023-02-11,campaign_5,b,6.108641594439124,4
2023-02-11,campaign_6,b,2.1090601140364917,4
2023-02-11,campaign_7,b,8.328079646665246,3
2023-02-11,campaign_8,b,1.5075040542811289,10
2023-02-11,campaign_9,b,5.025776915458533,10
2023-02-19,campaign_1,a,1.5755094637969849,4
2023-02-19,campaign_2,a,6.89265444165143,8
2023-02-19,campaign_3,a,9.9888710903725,7
2023-02-19,campaign_10,b,8.305759248683225,2
2023-02-19,campaign_4,b,3.654381794136658,6
2023-02-19,campaign_5,b,6.495351152463192,4
2023-02-19,campaign_6,b,2.809002005427456,10
2023-02-19,campaign_7,b,2.0701783803772513,5
2023-02-19,campaign_8,b,2.3280904332582115,10
2023-02-19,campaign_9,b,7.5133737652072385,2
2023-02-25,campaign_1,a,2.9594751925828526,1
2023-02-25,campaign_2,a,8.273485052936813,4
2023-02-25,campaign_3,a,8.577128488264396,10
2023-02-25,campaign_10,b,9.666620118723307,8
2023-02-25,campaign_4,b,4.596737128850687,4
2023-02-25,campaign_5,b,1.6072750650124983,9
2023-02-25,campaign_6,b,1.893035568029742,4
2023-02-25,campaign_7,b,2.5798287683046706,8
2023-02-25,campaign_8,b,3.364070187727079,10
2023-02-25,campaign_9,b,1.5247523293977496,10
2023-01-31,campaign_1,a,9.779736892890988,6
2023-01-31,campaign_2,a,5.834427253767936,8
2023-01-31,campaign_3,a,0.37990799933784924,1
2023-01-31,campaign_10,b,9.977726888382868,1
2023-01-31,campaign_4,b,3.9683136964287065,2
2023-01-31,campaign_5,b,1.2186457780576794,10
2023-01-31,campaign_6,b,3.5742511156293806,5
2023-01-31,campaign_7,b,4.142922711099743,10
2023-01-31,campaign_8,b,5.732421122395509,5
2023-01-31,campaign_9,b,8.807492136485527,1
2023-02-02,campaign_1,a,8.18844787745665,5
2023-02-02,campaign_2,a,5.682255997048495,10
2023-02-02,campaign_3,a,3.0623827376316437,5
2023-02-02,campaign_10,b,5.090195441682549,8
2023-02-02,campaign_4,b,8.149167399779982,5
2023-02-02,campaign_5,b,2.1280053337445555,9
2023-02-02,campaign_6,b,3.788693194214221,2
2023-02-02,campaign_7,b,3.097111020035637,2
2023-02-02,campaign_8,b,5.877596597636559,5
2023-02-02,campaign_9,b,9.165166489506053,5
2023-01-23,campaign_1,a,4.4644238719731115,5
2023-01-23,campaign_2,a,8.235816889490247,10
2023-01-23,campaign_3,a,2.0408550670606793,7
2023-01-23,campaign_10,b,5.481794847396082,1
2023-01-23,campaign_4,b,0.9253842130932488,4
2023-01-23,campaign_5,b,2.4968847292968785,1
2023-01-23,campaign_6,b,5.926269637812711,5
2023-01-23,campaign_7,b,4.564076087965705,1
2023-01-23,campaign_8,b,2.8966453372229815,9
2023-01-23,campaign_9,b,3.6672652059322863,4
2023-01-14,campaign_1,a,0.962610236195308,7
2023-01-14,campaign_2,a,6.565936463243664,9
2023-01-14,campaign_3,a,6.709477995937699,4
2023-01-14,campaign_10,b,9.941004392205485,7
2023-01-14,campaign_4,b,2.6189395835513367,10
2023-01-14,campaign_5,b,8.799886899850172,4
2023-01-14,campaign_6,b,3.3353915586717333,1
2023-01-14,campaign_7,b,3.368154390764514,2
2023-01-14,campaign_8,b,1.018300916809343,10
2023-01-14,campaign_9,b,9.408757065687396,9
2023-02-11,campaign_1,a,3.7445655237150914,7
2023-02-11,campaign_2,a,1.0596724411646303,3
2023-02-11,campaign_3,a,4.073371491090065,3
2023-02-11,campaign_10,b,3.745235746572567,3
2023-02-11,campaign_4,b,0.3313694909356811,6
2023-02-11,campaign_5,b,0.10975850168861484,2
2023-02-11,campaign_6,b,7.237284381081099,5
2023-02-11,campaign_7,b,6.991091677086845,3
2023-02-11,campaign_8,b,1.5585383516713607,8
2023-02-11,campaign_9,b,6.527779171152933,6
2023-01-10,campaign_1,a,8.320773615795515,10
2023-01-10,campaign_2,a,4.3059984143978625,2
2023-01-10,campaign_3,a,3.098550977565594,8
2023-01-10,campaign_10,b,1.881012256802254,7
2023-01-10,campaign_4,b,1.6290806249099214,6
2023-01-10,campaign_5,b,6.00747245243769,5
2023-01-10,campaign_6,b,5.827870651616447,3
2023-01-10,campaign_7,b,2.1104570697721234,6
2023-01-10,campaign_8,b,4.541210187901953,6
2023-01-10,campaign_9,b,2.042367293744535,3
2023-01-08,campaign_1,a,9.06621463940756,2
2023-01-08,campaign_2,a,7.195864023755611,5
2023-01-08,campaign_3,a,7.5946997894003525,2
2023-01-08,campaign_10,b,2.4479471784385574,3
2023-01-08,campaign_4,b,2.945937130230936,6
2023-01-08,campaign_5,b,8.220139627303888,4
2023-01-08,campaign_6,b,0.9048683506401402,1
2023-01-08,campaign_7,b,6.961154462000973,3
2023-01-08,campaign_8,b,8.662268197759413,10
2023-01-08,campaign_9,b,5.649523919655067,4
2023-01-23,campaign_1,a,1.6385126868623754,7
2023-01-23,campaign_2,a,0.9108487504621368,9
2023-01-23,campaign_3,a,1.8440473088192662,5
2023-01-23,campaign_10,b,8.045743707291845,1
2023-01-23,campaign_4,b,9.702586599380956,10
2023-01-23,campaign_5,b,6.618099187554367,9
2023-01-23,campaign_6,b,8.613839902814387,7
2023-01-23,campaign_7,b,0.48136229974552003,2
2023-01-23,campaign_8,b,3.100177714005567,3
2023-01-23,campaign_9,b,0.7362521310290177,9
2023-02-27,campaign_1,a,8.819057925903063,7
2023-02-27,campaign_2,a,6.464128337995429,6
2023-02-27,campaign_3,a,2.1977693049157847,9
2023-02-27,campaign_10,b,4.753424166931883,10
2023-02-27,campaign_4,b,9.621430443039868,5
2023-02-27,campaign_5,b,7.899511154901425,4
2023-02-27,campaign_6,b,1.734938722609626,6
2023-02-27,campaign_7,b,7.857451422594921,4
2023-02-27,campaign_8,b,8.051029080028322,5
2023-02-27,campaign_9,b,0.9323649428192782,7
2023-01-02,campaign_1,a,8.773537261496028,10
2023-01-02,campaign_2,a,8.037687579565981,10
2023-01-02,campaign_3,a,7.795762998775317,7
2023-01-02,campaign_10,b,3.770829943559836,6
2023-01-02,campaign_4,b,7.522433439810212,9
2023-01-02,campaign_5,b,2.984925071902224,7
2023-01-02,campaign_6,b,6.610793468006392,2
2023-01-02,campaign_7,b,4.245209498774468,2
2023-01-02,campaign_8,b,1.3321997770705463,10
2023-01-02,campaign_9,b,2.085232725118784,10
2023-01-01,campaign_1,a,7.66289461568884,1
2023-01-01,campaign_2,a,3.154486739662993,7
2023-01-01,campaign_3,a,8.502708351659441,10
2023-01-01,campaign_10,b,3.525322474158006,5
2023-01-01,campaign_4,b,6.032736553198785,4
2023-01-01,campaign_5,b,6.29246878878582,4
2023-01-01,campaign_6,b,1.8608228828230855,6
2023-01-01,campaign_7,b,6.046919944219785,5
2023-01-01,campaign_8,b,3.587079194375379,9
2023-01-01,campaign_9,b,3.468310710523179,10
2023-01-18,campaign_1,a,2.5134614243929247,9
2023-01-18,campaign_2,a,4.257362200213778,4
2023-01-18,campaign_3,a,5.5761788668797685,10
2023-01-18,campaign_10,b,3.26684021134448,9
2023-01-18,campaign_4,b,7.784239226984589,6
2023-01-18,campaign_5,b,9.746807953992583,2
2023-01-18,campaign_6,b,2.5183732086144226,4
2023-01-18,campaign_7,b,1.6804159815871085,1
2023-01-18,campaign_8,b,2.6008238928465746,2
2023-01-18,campaign_9,b,0.7168707548826818,9
2023-01-09,campaign_1,a,3.80347749660177,6
2023-01-09,campaign_2,a,3.2636787987541873,4
2023-01-09,campaign_3,a,0.835027595056532,9
2023-01-09,campaign_10,b,7.572335774812727,8
2023-01-09,campaign_4,b,1.4536771963394464,2
2023-01-09,campaign_5,b,4.386427078048698,9
2023-01-09,campaign_6,b,6.8796498129308175,9
2023-01-09,campaign_7,b,1.7737978139465373,4
2023-01-09,campaign_8,b,2.7554325635809516,4
2023-01-09,campaign_9,b,8.823330538303454,8
2023-01-25,campaign_1,a,1.4882914362224993,2
2023-01-25,campaign_2,a,2.37663040956306,1
2023-01-25,campaign_3,a,7.856473479737227,9
2023-01-25,campaign_10,b,1.2633156266404002,3
2023-01-25,campaign_4,b,2.0639079052725404,10
2023-01-25,campaign_5,b,2.0577419563766317,7
2023-01-25,campaign_6,b,2.026657311096711,1
2023-01-25,campaign_7,b,2.548893096132837,1
2023-01-25,campaign_8,b,8.003177705144454,3
2023-01-25,campaign_9,b,8.217535963735195,1
2023-01-14,campaign_1,a,4.448227926175438,10
2023-01-14,campaign_2,a,5.334009894308125,8
2023-01-14,campaign_3,a,9.146073417459347,7
2023-01-14,campaign_10,b,8.090773548889254,9
2023-01-14,campaign_4,b,3.139135404036364,9
2023-01-14,campaign_5,b,2.667478040353767,4
2023-01-14,campaign_6,b,5.005704302719609,2
2023-01-14,campaign_7,b,9.008245662019267,5
2023-01-14,campaign_8,b,2.822642361621252,5
2023-01-14,campaign_9,b,7.291207192201351,6
2023-02-21,campaign_1,a,3.6907879352489137,2
2023-02-21,campaign_2,a,5.587160353120095,5
2023-02-21,campaign_3,a,4.925994387960127,8
2023-02-21,campaign_10,b,3.755702502708522,3
2023-02-21,campaign_4,b,3.065083446051377,4
2023-02-21,campaign_5,b,7.508418269883789,8
2023-02-21,campaign_6,b,5.130704298212454,4
2023-02-21,campaign_7,b,2.032447742655253,2
2023-02-21,campaign_8,b,9.713323872423926,9
2023-02-21,campaign_9,b,8.922406076107753,6
2023-02-17,campaign_1,a,6.083797731645082,5
2023-02-17,campaign_2,a,3.587994280577634,7
2023-02-17,campaign_3,a,8.699029046846007,5
2023-02-17,campaign_10,b,9.861028051561702,8
2023-02-17,campaign_4,b,5.470405886290597,9
2023-02-17,campaign_5,b,0.8550295417662835,10
2023-02-17,campaign_6,b,9.096658667427313,10
2023-02-17,campaign_7,b,8.549933572966395,1
2023-02-17,campaign_8,b,1.548103291915294,4
2023-02-17,campaign_9,b,2.603305316649056,8
2023-02-12,campaign_1,a,0.17015615026982017,10
2023-02-12,campaign_2,a,6.00272475486369,3
2023-02-12,campaign_3,a,8.853184620053822,2
2023-02-12,campaign_10,b,1.8816295396125184,7
2023-02-12,campaign_4,b,0.714036388290637,9
2023-02-12,campaign_5,b,3.3190559484966893,10
2023-02-12,campaign_6,b,7.161606002184361,8
2023-02-12,campaign_7,b,6.326012315344935,3
2023-02-12,campaign_8,b,1.6804747131083488,4
2023-02-12,campaign_9,b,4.067177983116974,2
2023-02-27,campaign_1,a,9.310405329466686,5
2023-02-27,campaign_2,a,8.494437451311358,7
2023-02-27,campaign_3,a,0.28447709689134903,4
2023-02-27,campaign_10,b,5.444090305754716,9
2023-02-27,campaign_4,b,9.389101408956227,7
2023-02-27,campaign_5,b,2.617732995658297,6
2023-02-27,campaign_6,b,6.054567792011441,2
2023-02-27,campaign_7,b,3.343068539144356,8
2023-02-27,campaign_8,b,3.2801708395688562,3
2023-02-27,campaign_9,b,5.478673060019303,1
2023-01-09,campaign_1,a,5.739702666777418,5
2023-01-09,campaign_2,a,6.64553629922742,9
2023-01-09,campaign_3,a,6.636911519973728,10
2023-01-09,campaign_10,b,7.31727050440029,2
2023-01-09,campaign_4,b,1.641958834494456,10
2023-01-09,campaign_5,b,0.4837718389402281,5
2023-01-09,campaign_6,b,5.938289266774128,7
2023-01-09,campaign_7,b,4.443734505889007,1
2023-01-09,campaign_8,b,6.1697007967669,9
2023-01-09,campaign_9,b,4.5225275461840635,10
2023-01-31,campaign_1,a,5.476149579498371,4
2023-01-31,campaign_2,a,9.50507928206783,6
2023-01-31,campaign_3,a,5.112014643692325,7
2023-01-31,campaign_10,b,5.784796662132554,4
2023-01-31,campaign_4,b,0.5003334423543869,5
2023-01-31,campaign_5,b,1.5809083423587162,8
2023-01-31,campaign_6,b,2.6490043020663387,2
2023-01-31,campaign_7,b,8.854965140475494,9
2023-01-31,campaign_8,b,5.7986742899346515,5
2023-01-31,campaign_9,b,6.7047956742828605,2
2023-01-08,campaign_1,a,0.2906253225379972,5
2023-01-08,campaign_2,a,9.19689481151042,1
2023-01-08,campaign_3,a,8.057773020868188,8
2023-01-08,campaign_10,b,5.784554619260894,4
2023-01-08,campaign_4,b,3.7324371053607597,4
2023-01-08,campaign_5,b,9.585478144750224,3
2023-01-08,campaign_6,b,4.7884207225771735,1
2023-01-08,campaign_7,b,1.8147598286451152,4
2023-01-08,campaign_8,b,8.670714815479117,5
2023-01-08,campaign_9,b,7.51929866282489,7
2023-01-04,campaign_1,a,6.005839442381724,5
